FTSE Emerging Markets UCITS ETF - (USD) Accumulating (VFEA)
As of 31 July 2020
Holding name,% of funds,Market value,Shares
Shenzhen Everwin Precision Technology Co. Ltd. Class A,"=""0.00474%""","$98,714","29,098.00"
Southwest Securities Co. Ltd. Class A,"=""0.00472%""","$98,265","117,200.00"
Kuang-Chi Technologies Co. Ltd. Class A,"=""0.00471%""","$98,123","34,700.00"
Sangfor Technologies Inc. Class A,"=""0.00471%""","$98,088","3,200.00"
Shenzhen YUTO Packaging Technology Co. Ltd. Class A,"=""0.00467%""","$97,180","19,100.00"
Guararapes Confeccoes SA,"=""0.00466%""","$97,037","28,300.00"
Shanghai Waigaoqiao Free Trade Zone Group Co. Ltd. Class B,"=""0.00463%""","$96,418","97,000.00"
China BlueChemical Ltd. Class H,"=""0.00462%""","$96,199","654,000.00"
Shanghai Electric Power Co. Ltd. Class A,"=""0.00462%""","$96,195","85,500.00"
Semirara Mining & Power Corp.,"=""0.00461%""","$95,959","473,952.00"
AirAsia Group Bhd.,"=""0.00457%""","$95,245","631,000.00"
CGN Power Co. Ltd. Class A,"=""0.00457%""","$95,164","217,700.00"
Guosheng Financial Holding Inc. Class A,"=""0.00457%""","$95,222","65,200.00"
Huaibei Mining Holdings Co. Ltd. Class A,"=""0.00456%""","$94,949","71,158.00"
Hubei Energy Group Co. Ltd. Class A,"=""0.00456%""","$95,053","175,917.00"
Grandjoy Holdings Group Co. Ltd. Class A,"=""0.00456%""","$94,876","120,798.00"
Offshore Oil Engineering Co. Ltd. Class A,"=""0.00454%""","$94,514","137,100.00"
China Satellite Communications Co. Ltd. Class A,"=""0.00454%""","$94,534","28,600.00"
Changsha Jingjia Microelectronics Co. Ltd. Class A,"=""0.00453%""","$94,391","8,700.00"
Shenergy Co. Ltd. Class A,"=""0.00452%""","$94,112","115,200.00"
Pangang Group Vanadium Titanium & Resources Co. Ltd. Class A,"=""0.00451%""","$93,963","298,000.00"
Zhejiang Weixing New Building Materials Co. Ltd. Class A,"=""0.00451%""","$93,905","48,000.00"
China South City Holdings Ltd.,"=""0.00450%""","$93,778","920,000.00"
Betta Pharmaceuticals Co. Ltd. Class A,"=""0.00447%""","$93,087","4,700.00"
Pacific Securities Co. Ltd. China Class A,"=""0.00447%""","$93,088","150,000.00"
Hubei Biocause Pharmaceutical Co. Ltd. Class A,"=""0.00446%""","$92,945","112,979.00"
AVICOPTER plc Class A,"=""0.00446%""","$92,930","12,600.00"
China Aerospace Times Electronics Co. Ltd. Class A,"=""0.00442%""","$91,989","86,500.00"
Ningbo Tuopu Group Co. Ltd. Class A,"=""0.00442%""","$92,126","18,900.00"
Shanghai Shibei Hi-Tech Co. Ltd. Class B,"=""0.00435%""","$90,683","215,400.00"
Sichuan Expressway Co. Ltd. Class A,"=""0.00431%""","$89,848","175,600.00"
Jilin Aodong Pharmaceutical Group Co. Ltd. Class A,"=""0.00431%""","$89,817","36,078.00"
Haisco Pharmaceutical Group Co. Ltd. Class A,"=""0.00429%""","$89,437","21,600.00"
Guangshen Railway Co. Ltd. Class H,"=""0.00426%""","$88,767","468,000.00"
Union Bank of India,"=""0.00425%""","$88,575","228,501.00"
Shandong Himile Mechanical Science & Technology Co. Ltd. Class A,"=""0.00422%""","$87,958","28,100.00"
Datang International Power Generation Co. Ltd. Class H,"=""0.00420%""","$87,389","664,000.00"
Huadian Power International Corp. Ltd. Class A,"=""0.00417%""","$86,832","166,900.00"
Shenzhen Energy Group Co. Ltd. Class A,"=""0.00416%""","$86,693","106,680.00"
Suzhou Anjie Technology Co. Ltd. Class A,"=""0.00412%""","$85,756","23,400.00"
Qingdao TGOOD Electric Co. Ltd. Class A,"=""0.00411%""","$85,681","28,400.00"
Banco BTG Pactual SA Prior Pfd.,"=""0.00411%""","$85,596","23,702.00"
Sealand Securities Co. Ltd. Class A,"=""0.00409%""","$85,282","105,690.00"
Shanghai Bairun Investment Holding Group Co. Ltd. Class A,"=""0.00408%""","$84,985","10,900.00"
Tianjin Chase Sun Pharmaceutical Co. Ltd. Class A,"=""0.00408%""","$85,038","107,100.00"
Beijing Lanxum Technology Co. Ltd. Class A,"=""0.00408%""","$84,977","26,200.00"
YES BANK Ltd. LOCKIN /      INE528G01035 /INR/,"=""0.00407%""","$84,662","530,023.00"
Xiamen C & D Inc. Class A,"=""0.00402%""","$83,620","62,200.00"
Zheshang Securities Co. Ltd. Class A,"=""0.00401%""","$83,580","35,300.00"
Mosenergo PJSC,"=""0.00399%""","$83,121","2,844,000.00"
Joyoung Co. Ltd. Class A,"=""0.00398%""","$82,896","14,800.00"
BGI Genomics Co. Ltd.,"=""0.00395%""","$82,343","3,500.00"
Hongta Securities Co. Ltd. Class A,"=""0.00392%""","$81,545","26,587.00"
Beijing Shougang Co. Ltd. Class A,"=""0.00391%""","$81,357","129,600.00"
Matahari Department Store Tbk PT,"=""0.00391%""","$81,411","910,800.00"
NSFOCUS Technologies Group Co. Ltd. Class A,"=""0.00387%""","$80,547","25,499.00"
Shenzhen Huaqiang Industry Co. Ltd. Class A,"=""0.00386%""","$80,468","34,700.00"
Jason Furniture Hangzhou Co. Ltd. Class A,"=""0.00386%""","$80,341","9,800.00"
Guangxi Guiguan Electric Power Co. Ltd. Class A,"=""0.00386%""","$80,305","125,630.00"
Bright Dairy & Food Co. Ltd. Class A,"=""0.00385%""","$80,281","29,700.00"
Yixintang Pharmaceutical Group Co. Ltd. Class A,"=""0.00385%""","$80,110","17,500.00"
China Avionics Systems Co. Ltd. Class A,"=""0.00384%""","$79,919","31,900.00"
Hunan Valin Steel Co. Ltd. Class A,"=""0.00383%""","$79,747","124,200.00"
Guangzhou Zhujiang Brewery Co. Ltd. Class A,"=""0.00382%""","$79,539","44,900.00"
Shanghai Baosight Software Co. Ltd. Class A,"=""0.00382%""","$79,652","7,800.00"
Huabao Flavours & Fragrances Co. Ltd. Class A,"=""0.00381%""","$79,372","10,000.00"
Chengdu Kanghong Pharmaceutical Group Co. Ltd. Class A,"=""0.00381%""","$79,420","11,600.00"
Sinotrans Ltd. Class A,"=""0.00380%""","$79,147","162,900.00"
Dian Diagnostics Group Co. Ltd. Class A,"=""0.00379%""","$79,007","14,700.00"
Hangzhou Shunwang Technology Co. Ltd. Class A,"=""0.00378%""","$78,652","22,500.00"
Maccura Biotechnology Co. Ltd. Class A,"=""0.00377%""","$78,555","10,800.00"
DaShenLin Pharmaceutical Group Co. Ltd. Class A,"=""0.00376%""","$78,284","7,140.00"
Guangdong Electric Power Development Co. Ltd. Class B,"=""0.00376%""","$78,297","279,640.00"
Tunghsu Optoelectronic Technology Co. Ltd. Class A,"=""0.00375%""","$78,174","194,800.00"
Bank of India,"=""0.00372%""","$77,509","123,244.00"
Shanghai Chlor-Alkali Chemical Co. Ltd. Class B,"=""0.00369%""","$76,845","163,500.00"
COSCO SHIPPING Energy Transportation Co. Ltd. Class H,"=""0.00369%""","$76,788","172,000.00"
Anhui Anke Biotechnology Group Co. Ltd. Class A,"=""0.00369%""","$76,879","25,350.00"
CAR Inc.,"=""0.00369%""","$76,846","253,435.00"
Great Wall Motor Co. Ltd. Class A,"=""0.00365%""","$75,960","39,700.00"
Yulon Nissan Motor Co. Ltd.,"=""0.00365%""","$75,919","8,000.00"
TIANHE CHEMICALS GROUP Ltd.     UNTRADE/C32712/VGG888411045/   /HKD/,"=""0.00365%""","$75,935","503,000.00"
Weifu High-Technology Group Co. Ltd. Class A,"=""0.00362%""","$75,496","23,900.00"
Concentradora Fibra Danhos SA de CV,"=""0.00354%""","$73,699","76,000.00"
China Galaxy Securities Co. Ltd. Class A,"=""0.00354%""","$73,805","39,400.00"
Caitong Securities Co. Ltd. Class A,"=""0.00353%""","$73,416","30,600.00"
Zhejiang Yasha Decoration Co. Ltd. Class A,"=""0.00352%""","$73,260","33,300.00"
Leo Group Co. Ltd. Class A,"=""0.00352%""","$73,218","143,500.00"
China Machinery Engineering Corp. Class H,"=""0.00351%""","$73,015","301,000.00"
Shandong Hi-speed Co. Ltd. Class A,"=""0.00349%""","$72,654","75,100.00"
Boya Bio-pharmaceutical Group Co. Ltd. Class A,"=""0.00349%""","$72,661","10,077.00"
Tongling Nonferrous Metals Group Co. Ltd. Class A,"=""0.00347%""","$72,238","221,063.00"
Sinopec Oilfield Service Corp. Class H,"=""0.00346%""","$72,112","998,000.00"
Central China Securities Co. Ltd. Class H,"=""0.00346%""","$72,010","351,000.00"
Beijing Orient National Communication Science & Technology Co. Ltd. Class A,"=""0.00346%""","$71,994","36,400.00"
Oppein Home Group Inc. Class A,"=""0.00345%""","$71,906","5,600.00"
FF Group,"=""0.00340%""","$70,723","12,460.00"
Shanghai Huayi Group Co. Ltd. Class B,"=""0.00339%""","$70,667","152,300.00"
Weifu High-Technology Group Co. Ltd. Class B,"=""0.00337%""","$70,262","41,600.00"
UEM Sunrise Bhd.,"=""0.00337%""","$70,175","700,100.00"
JSW Energy Ltd.,"=""0.00336%""","$70,026","114,135.00"
Jiangxi Copper Co. Ltd. Class A,"=""0.00335%""","$69,844","30,100.00"
Guanghui Energy Co. Ltd. Class A,"=""0.00333%""","$69,442","164,800.00"
Xiamen Tungsten Co. Ltd. Class A,"=""0.00333%""","$69,440","32,300.00"
Shanghai Haixin Group Co. Class B,"=""0.00333%""","$69,338","187,400.00"
Shanghai Bailian Group Co. Ltd. Class B,"=""0.00333%""","$69,442","70,500.00"
Maanshan Iron & Steel Co. Ltd. Class H,"=""0.00331%""","$69,036","256,000.00"
Bank of Jiangsu Co. Ltd. Class A,"=""0.00330%""","$68,675","79,200.00"
China Baoan Group Co. Ltd. Class A,"=""0.00329%""","$68,545","57,139.00"
Hesteel Co. Ltd. Class A,"=""0.00327%""","$68,204","211,500.00"
Anhui Kouzi Distillery Co. Ltd. Class A,"=""0.00327%""","$68,051","9,500.00"
China National Accord Medicines Corp. Ltd. Class B,"=""0.00325%""","$67,663","22,800.00"
SHRIRAM TRANSPORT FINANCE COMMON STOCK,"=""0.00325%""","$67,779","7,335.00"
Anhui Expressway Co. Ltd. Class H,"=""0.00323%""","$67,198","140,000.00"
Shenzhen Expressway Co. Ltd. Class A,"=""0.00323%""","$67,237","52,300.00"
Suofeiya Home Collection Co. Ltd. Class A,"=""0.00322%""","$67,130","20,400.00"
Beijing Sanju Environmental Protection and New Material Co. Ltd. Class A,"=""0.00320%""","$66,633","77,100.00"
Yuan Longping High-tech Agriculture Co. Ltd. Class A,"=""0.00320%""","$66,585","26,100.00"
Ourpalm Co. Ltd. Class A,"=""0.00320%""","$66,617","49,500.00"
Datong Coal Industry Co. Ltd. Class A,"=""0.00319%""","$66,467","88,000.00"
Guangshen Railway Co. Ltd. Class A,"=""0.00317%""","$65,931","187,000.00"
Shanghai Flyco Electrical Appliance Co. Ltd. Class A,"=""0.00311%""","$64,770","7,400.00"
China Film Co. Ltd. Class A,"=""0.00309%""","$64,349","30,900.00"
Huolinhe Opencut Coal Industry Corp. Ltd. of Inner Mongolia Class A,"=""0.00308%""","$64,112","38,200.00"
Hengdian Group DMEGC Magnetics Co. Ltd. Class A,"=""0.00307%""","$63,982","37,800.00"
Hang Zhou Great Star Industrial Co. Ltd. Class A,"=""0.00307%""","$63,910","24,169.00"
Yunnan Aluminium Co. Ltd. Class A,"=""0.00306%""","$63,745","65,600.00"
Tata Motors Ltd. Class A,"=""0.00306%""","$63,832","127,344.00"
Shanxi Lu'an Environmental Energy Development Co. Ltd. Class A,"=""0.00305%""","$63,543","69,600.00"
China South Publishing & Media Group Co. Ltd. Class A,"=""0.00305%""","$63,464","41,500.00"
CECEP Solar Energy Co. Ltd. Class A,"=""0.00302%""","$62,888","90,100.00"
Dazhong Transportation Group Co. Ltd. Class A,"=""0.00302%""","$62,904","110,000.00"
Huaxi Securities Co. Ltd. Class A,"=""0.00302%""","$62,861","34,400.00"
Zhejiang Satellite Petrochemical Co. Ltd. Class A,"=""0.00300%""","$62,423","23,800.00"
Fortress REIT Ltd.,"=""0.00299%""","$62,265","431,016.00"
Wangsu Science & Technology Co. Ltd. Class A,"=""0.00297%""","$61,769","48,100.00"
Zhejiang Juhua Co. Ltd. Class A,"=""0.00295%""","$61,420","57,600.00"
Shanghai Tunnel Engineering Co. Ltd. Class A,"=""0.00295%""","$61,432","71,200.00"
Suzhou Gold Mantis Construction Decoration Co. Ltd. Class A,"=""0.00294%""","$61,195","47,600.00"
Zhejiang Weiming Environment Protection Co. Ltd. Class A,"=""0.00294%""","$61,144","19,760.00"
Financial Street Holdings Co. Ltd. Class A,"=""0.00293%""","$60,918","61,600.00"
Harbin Boshi Automation Co. Ltd. Class A,"=""0.00292%""","$60,798","30,000.00"
Luenmei Quantum Co. Ltd. Class A,"=""0.00291%""","$60,641","29,000.00"
Beijing Yanjing Brewery Co. Ltd. Class A,"=""0.00290%""","$60,492","55,100.00"
Tianjin Capital Environmental Protection Group Co. Ltd. Class A,"=""0.00290%""","$60,328","58,300.00"
Shanghai Pharmaceuticals Holding Co. Ltd. Class A,"=""0.00289%""","$60,231","20,500.00"
China TransInfo Technology Co. Ltd. Class A,"=""0.00289%""","$60,161","17,900.00"
Ganfeng Lithium Co. Ltd. Class H,"=""0.00288%""","$59,921","10,800.00"
Shenzhen Gas Corp. Ltd. Class A,"=""0.00287%""","$59,844","53,600.00"
Shandong Humon Smelting Co. Ltd. Class A,"=""0.00284%""","$59,226","21,400.00"
Dazhong Transportation Group Co. Ltd. Class B,"=""0.00283%""","$58,863","167,700.00"
CNOOC Energy Technology & Services Ltd. Class A,"=""0.00281%""","$58,574","160,900.00"
China Meheco Co. Ltd. Class A,"=""0.00280%""","$58,261","25,000.00"
First Capital Securities Co. Ltd. Class A,"=""0.00279%""","$58,004","37,300.00"
Shijiazhuang Yiling Pharmaceutical Co. Ltd. Class A,"=""0.00276%""","$57,499","12,600.00"
Bluefocus Intelligent Communications Group Co. Ltd. Class A,"=""0.00276%""","$57,487","52,500.00"
Bluestar Adisseo Co. Class A,"=""0.00273%""","$56,902","27,900.00"
Juewei Food Co. Ltd. Class A,"=""0.00271%""","$56,501","4,600.00"
Nanjing Securities Co. Ltd. Class A,"=""0.00269%""","$55,922","24,900.00"
Red Star Macalline Group Corp. Ltd. Class A,"=""0.00268%""","$55,791","39,600.00"
Maanshan Iron & Steel Co. Ltd. Class A,"=""0.00267%""","$55,647","143,800.00"
Zhejiang Crystal-Optech Co. Ltd. Class A,"=""0.00267%""","$55,666","24,199.00"
China Coal Energy Co. Ltd. Class A,"=""0.00266%""","$55,404","93,600.00"
Shandong Linglong Tyre Co. Ltd. Class A,"=""0.00266%""","$55,455","16,500.00"
Central China Securities Co. Ltd. Class A,"=""0.00266%""","$55,486","67,800.00"
Angang Steel Co. Ltd. Class A,"=""0.00262%""","$54,565","141,530.00"
Wanxiang Qianchao Co. Ltd. Class A,"=""0.00259%""","$54,032","61,500.00"
Sinopec Shanghai Petrochemical Co. Ltd. Class A,"=""0.00258%""","$53,820","104,600.00"
Guangdong Baolihua New Energy Stock Co. Ltd. Class A,"=""0.00258%""","$53,736","58,400.00"
Sansteel Minguang Co. Ltd. Fujian Class A,"=""0.00256%""","$53,370","52,300.00"
Oceanwide Holdings Co. Ltd. Class A,"=""0.00255%""","$53,159","88,100.00"
Hemisphere Properties India Ltd.,"=""0.00254%""","$52,991","24,502.00"
Montnets Rongxin Technology Group Co. Ltd. Class A,"=""0.00253%""","$52,676","18,600.00"
China National Accord Medicines Corp. Ltd. Class A,"=""0.00253%""","$52,764","7,400.00"
Chengdu Xingrong Environment Co. Ltd. Class A,"=""0.00253%""","$52,628","72,000.00"
Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd. Class A,"=""0.00252%""","$52,587","78,400.00"
Jiangsu Eastern Shenghong Co. Ltd. Class A,"=""0.00252%""","$52,582","62,500.00"
China Resources Double Crane Pharmaceutical Co. Ltd. Class A,"=""0.00251%""","$52,270","25,100.00"
Xiamen Meiya Pico Information Co. Ltd. Class A,"=""0.00251%""","$52,299","17,800.00"
ORG Technology Co. Ltd. Class A,"=""0.00250%""","$52,163","68,800.00"
Zhejiang Kaishan Compressor Co. Ltd. Class A,"=""0.00249%""","$51,803","21,100.00"
Sinochem International Corp. Class A,"=""0.00247%""","$51,531","63,300.00"
Luxi Chemical Group Co. Ltd. Class A,"=""0.00246%""","$51,319","31,800.00"
Shenzhen Jinjia Group Co. Ltd. Class A,"=""0.00245%""","$51,006","31,000.00"
Shandong Denghai Seeds Co. Ltd. Class A,"=""0.00245%""","$51,062","23,000.00"
Wolong Electric Group Co. Ltd. Class A,"=""0.00244%""","$50,728","29,300.00"
Guizhou Panjiang Refined Coal Co. Ltd. Class A,"=""0.00243%""","$50,578","55,400.00"
Universal Scientific Industrial Shanghai Co. Ltd. Class A,"=""0.00243%""","$50,660","14,600.00"
Bank of Zhengzhou Co. Ltd. Class A,"=""0.00243%""","$50,649","96,030.00"
Zhejiang Medicine Co. Ltd. Class A,"=""0.00242%""","$50,306","18,700.00"
Better Life Commercial Chain Share Co. Ltd. Class A,"=""0.00241%""","$50,184","25,100.00"
Alpha Group Class A,"=""0.00238%""","$49,652","35,900.00"
Anhui Xinhua Media Co. Ltd. Class A,"=""0.00238%""","$49,467","59,100.00"
Zhongshan Public Utilities Group Co. Ltd. Class A,"=""0.00237%""","$49,299","40,900.00"
Shanghai Shimao Co. Ltd. Class A,"=""0.00235%""","$48,991","78,400.00"
Hangzhou Oxygen Plant Group Co. Ltd. Class A,"=""0.00233%""","$48,497","18,400.00"
Cia Paranaense de Energia,"=""0.00233%""","$48,447","3,800.00"
Bank of Chengdu Co. Ltd. Class A,"=""0.00233%""","$48,474","40,700.00"
Hangzhou Binjiang Real Estate Group Co. Ltd. Class A,"=""0.00231%""","$48,199","71,400.00"
BTG Hotels Group Co. Ltd. Class A,"=""0.00230%""","$47,865","18,900.00"
Beijing Jetsen Technology Co. Ltd. Class A,"=""0.00228%""","$47,497","64,100.00"
Jiangling Motors Corp. Ltd. Class A,"=""0.00228%""","$47,462","22,300.00"
Jiangsu Expressway Co. Ltd. Class A,"=""0.00227%""","$47,242","33,600.00"
Global Top E-Commerce Co. Ltd. Class A,"=""0.00227%""","$47,304","41,000.00"
Shanying International Holding Co. Ltd. Class A,"=""0.00226%""","$47,114","103,700.00"
Taiji Computer Corp. Ltd. Class A,"=""0.00226%""","$47,150","10,079.00"
Dongfang Electric Corp. Ltd. Class H,"=""0.00225%""","$46,765","82,000.00"
Huafa Industrial Co. Ltd. Zhuhai Class A,"=""0.00223%""","$46,540","45,800.00"
Beijing Ultrapower Software Co. Ltd. Class A,"=""0.00223%""","$46,517","47,800.00"
Shenzhen Airport Co. Ltd. Class A,"=""0.00222%""","$46,201","32,300.00"
Zhejiang Wanfeng Auto Wheel Co. Ltd. Class A,"=""0.00222%""","$46,317","46,700.00"
Kunwu Jiuding Investment Holdings Co. Ltd. Class A,"=""0.00222%""","$46,289","10,900.00"
Sinoma International Engineering Co. Class A,"=""0.00221%""","$46,110","53,800.00"
Chinese Universe Publishing and Media Group Co. Ltd. Class A,"=""0.00221%""","$45,942","25,300.00"
CSG Holding Co. Ltd. Class A,"=""0.00218%""","$45,448","52,500.00"
TangShan Port Group Co. Ltd. Class A,"=""0.00218%""","$45,345","130,200.00"
Bank Danamon Indonesia Tbk PT,"=""0.00218%""","$45,341","241,600.00"
Shandong Buchang Pharmaceuticals Co. Ltd. Class A,"=""0.00217%""","$45,184","11,000.00"
China Common /Hkd/,"=""0.00217%""","$45,236","1,754,000.00"
Zhefu Holding Group Co. Ltd. Class A,"=""0.00216%""","$45,026","56,000.00"
Macrolink Culturaltainment Development Co. Ltd. Class A,"=""0.00216%""","$44,966","74,700.00"
Jinduicheng Molybdenum Co. Ltd. Class A,"=""0.00215%""","$44,700","46,900.00"
Newland Digital Technology Co. Ltd. Class A,"=""0.00215%""","$44,827","18,100.00"
Iskenderun Demir ve Celik AS,"=""0.00214%""","$44,594","46,042.00"
Xinxing Ductile Iron Pipes Co. Ltd. Class A,"=""0.00214%""","$44,572","83,600.00"
Beijing Capital Co. Ltd. Class A,"=""0.00214%""","$44,506","94,100.00"
Avic Heavy Machinery Co. Ltd. Class A,"=""0.00213%""","$44,423","23,200.00"
Tahoe Group Co. Ltd. Class A,"=""0.00213%""","$44,440","52,200.00"
Yunnan Tin Co. Ltd. Class A,"=""0.00212%""","$44,225","29,900.00"
CMST Development Co. Ltd. Class A,"=""0.00211%""","$43,976","60,400.00"
Tian Di Science & Technology Co. Ltd. Class A,"=""0.00210%""","$43,800","98,900.00"
Xiamen ITG Group Corp. Ltd. Class A,"=""0.00209%""","$43,455","43,500.00"
Jiangsu Kanion Pharmaceutical Co. Ltd. Class A,"=""0.00208%""","$43,370","20,000.00"
Westone Information Industry Inc. Class A,"=""0.00208%""","$43,292","13,799.00"
Yang Quan Coal Industry Group Co. Ltd. Class A,"=""0.00207%""","$43,205","61,900.00"
Shanxi Xishan Coal & Electricity Power Co. Ltd. Class A,"=""0.00207%""","$43,064","71,370.00"
Beijing North Star Co. Ltd. Class A,"=""0.00207%""","$43,151","108,300.00"
China Merchants Expressway Network & Technology Holdings Co. Ltd. Class A,"=""0.00204%""","$42,484","41,400.00"
Shenghe Resources Holding Co. Ltd. Class A,"=""0.00203%""","$42,373","34,700.00"
CECEP Wind-Power Corp. Class A,"=""0.00202%""","$42,161","95,200.00"
Eternal Asia Supply Chain Management Ltd. Class A,"=""0.00200%""","$41,679","50,400.00"
Guangdong Marubi Biotechnology Co. Ltd. Class A,"=""0.00199%""","$41,352","3,749.00"
Zhejiang Conba Pharmaceutical Co. Ltd. Class A,"=""0.00199%""","$41,432","48,100.00"
Nanjing Hanrui Cobalt Co. Ltd. Class A,"=""0.00198%""","$41,214","4,000.00"
Zhejiang Wanliyang Co. Ltd. Class A,"=""0.00198%""","$41,184","31,200.00"
Shenzhen World Union Group Inc. Class A,"=""0.00198%""","$41,298","71,500.00"
All Winner Technology Co. Ltd. Class A,"=""0.00198%""","$41,134","7,000.00"
China Satellite Communications Co. Ltd. Class A,"=""0.00197%""","$41,000","12,400.00"
Shanghai Dazhong Public Utilities Group Co. Ltd. Class A,"=""0.00197%""","$41,065","58,000.00"
Hytera Communications Corp. Ltd. Class A,"=""0.00197%""","$41,052","30,700.00"
Xinyangfeng Agricultural Technology Co. Ltd. Class A,"=""0.00196%""","$40,719","24,705.00"
ENN Ecological Holdings Co. Ltd. Class A,"=""0.00196%""","$40,899","23,900.00"
Youzu Interactive Co. Ltd. Class A,"=""0.00196%""","$40,745","12,800.00"
Inner Mongolia First Machinery Group Co. Ltd.  Class A,"=""0.00195%""","$40,662","26,100.00"
Fujian Funeng Co. Ltd. Class A,"=""0.00195%""","$40,543","32,000.00"
Shanghai AJ Group Co. Ltd. Class A,"=""0.00195%""","$40,696","32,600.00"
China High Speed Railway Technology Co. Ltd. Class A,"=""0.00194%""","$40,346","92,600.00"
Anhui Expressway Co. Ltd. Class A,"=""0.00194%""","$40,404","53,800.00"
Zhejiang Hailiang Co. Ltd. Class A,"=""0.00193%""","$40,218","31,600.00"
Sichuan Hebang Biotechnology Co. Ltd. Class A,"=""0.00192%""","$39,994","206,700.00"
Beijing Capital Development Co. Ltd. Class A,"=""0.00192%""","$40,052","41,400.00"
Shaanxi International Trust Co. Ltd. Class A,"=""0.00192%""","$40,058","69,700.00"
Gosuncn Technology Group Co. Ltd. Class A,"=""0.00192%""","$39,904","42,900.00"
Shandong Xinchao Energy Corp. Ltd. Class A,"=""0.00190%""","$39,587","148,500.00"
Tsogo Sun Gaming Ltd.,"=""0.00190%""","$39,543","207,190.00"
Holitech Technology Co. Ltd. Class A,"=""0.00188%""","$39,051","51,800.00"
Xuji Electric Co. Ltd. Class A,"=""0.00188%""","$39,106","17,000.00"
Fujian Longking Co. Ltd. Class A,"=""0.00188%""","$39,254","29,900.00"
Mangalore Refinery & Petrochemicals Ltd.,"=""0.00187%""","$38,903","79,957.00"
AECC Aero-Engine Control Co. Ltd. Class A,"=""0.00187%""","$39,037","14,900.00"
Jiuzhitang Co. Ltd. Class A,"=""0.00187%""","$38,948","26,800.00"
Shenzhen Kingdom Sci-Tech Co. Ltd. Class A,"=""0.00186%""","$38,805","13,899.00"
GCL System Integration Technology Co. Ltd. Class A,"=""0.00184%""","$38,412","87,300.00"
Tibet Summit Resources Co. Ltd. Class A,"=""0.00184%""","$38,264","21,600.00"
Leyard Optoelectronic Co. Ltd. Class A,"=""0.00184%""","$38,388","37,200.00"
Opple Lighting Co. Ltd. Class A,"=""0.00184%""","$38,267","8,900.00"
Shijiazhuang Changshan BeiMing Technology Co. Ltd. Class A,"=""0.00184%""","$38,330","28,300.00"
Inner Mongolia MengDian HuaNeng Thermal Power Corp. Ltd. Class A,"=""0.00184%""","$38,400","105,900.00"
Loncin Motor Co. Ltd. Class A,"=""0.00183%""","$38,113","61,700.00"
Xinjiang Zhongtai Chemical Co. Ltd. Class A,"=""0.00182%""","$37,816","46,700.00"
CSSC Offshore and Marine Engineering Group Co. Ltd. Class H,"=""0.00182%""","$38,007","28,000.00"
Genimous Technology Co. Ltd. Class A,"=""0.00181%""","$37,727","31,600.00"
Xiamen Intretech Inc. Class A,"=""0.00180%""","$37,585","4,400.00"
Beijing North Star Co. Ltd. Class H,"=""0.00180%""","$37,493","174,000.00"
Zhejiang Runtu Co. Ltd. Class A,"=""0.00179%""","$37,269","27,200.00"
Qingdao Hanhe Cable Co. Ltd. Class A,"=""0.00179%""","$37,350","50,700.00"
HyUnion Holding Co. Ltd. Class A,"=""0.00178%""","$37,065","34,900.00"
Cinda Real Estate Co. Ltd. Class A,"=""0.00178%""","$37,012","53,800.00"
Valiant Co. Ltd. Class A,"=""0.00177%""","$36,825","14,500.00"
Zhejiang Hisoar Pharmaceutical Co. Ltd. Class A,"=""0.00177%""","$36,892","31,506.00"
Everbright Securities Co. Ltd. Class H,"=""0.00177%""","$36,874","33,000.00"
Shenzhen Infogem Technologies Co. Ltd. Class A,"=""0.00177%""","$36,813","11,100.00"
Telefonica Brasil SA,"=""0.00175%""","$36,347","3,600.00"
China Nonferrous Metal Industry's Foreign Engineering and Construction Co. Ltd. Class A,"=""0.00174%""","$36,286","47,500.00"
Pingdingshan Tianan Coal Mining Co. Ltd. Class A,"=""0.00174%""","$36,188","49,900.00"
China Railway Tielong Container Logistics Co. Ltd. Class A,"=""0.00174%""","$36,326","43,400.00"
Shenzhen Neptunus Bioengineering Co. Ltd. Class A,"=""0.00174%""","$36,248","49,300.00"
Zhengzhou Coal Mining Machinery Group Co. Ltd. Class A,"=""0.00173%""","$35,985","38,100.00"
Beijing SL Pharmaceutical Co. Ltd. Class A,"=""0.00173%""","$36,066","18,000.00"
Realcan Pharmaceutical Group Co. Ltd. Class A,"=""0.00173%""","$35,959","37,900.00"
Greattown Holdings Ltd. Class A,"=""0.00172%""","$35,914","42,400.00"
Dalian Port PDA Co. Ltd. Class A,"=""0.00171%""","$35,635","123,700.00"
Sichuan Languang Development Co. Ltd. Class A,"=""0.00171%""","$35,578","46,400.00"
Sinopec Oilfield Service Corp. Class A,"=""0.00170%""","$35,449","135,900.00"
Guangxi Liugong Machinery Co. Ltd. Class A,"=""0.00168%""","$34,988","34,000.00"
Shanghai Jinjiang International Hotels Co. Ltd. Class A,"=""0.00168%""","$35,064","6,200.00"
Total Access Communication PCL,"=""0.00166%""","$34,531","29,300.00"
CSG Smart Science&Technology Co. Ltd. Class A,"=""0.00165%""","$34,398","25,000.00"
Tangshan Sanyou Chemical Industries Co. Ltd. Class A,"=""0.00164%""","$34,198","38,300.00"
Polaris Bay Group Co. Ltd. Class A,"=""0.00164%""","$34,222","17,700.00"
Skyworth Digital Co. Ltd. Class A,"=""0.00164%""","$34,065","18,700.00"
