FTSE Developed World UCITS ETF - (USD) Distributing (VDEV)
As of 31 August 2020
Holding name,% of funds,Market value,Shares
Bunzl plc,"=""0.02205%""","$160,979","4,964.00"
MGM Resorts International,"=""0.02205%""","$160,965","7,154.00"
Sage Group plc,"=""0.02195%""","$160,227","16,158.00"
CenterPoint Energy Inc.,"=""0.02191%""","$159,958","7,970.00"
Whirlpool Corp.,"=""0.02186%""","$159,593",898.00
InterContinental Hotels Group plc,"=""0.02186%""","$159,579","2,705.00"
Power Corp. of Canada,"=""0.02182%""","$159,244","7,968.00"
Asahi Kasei Corp.,"=""0.02173%""","$158,621","18,900.00"
Cboe Global Markets Inc.,"=""0.02173%""","$158,613","1,728.00"
Repsol SA,"=""0.02171%""","$158,495","20,013.00"
Kikkoman Corp.,"=""0.02158%""","$157,518","2,900.00"
Occidental Petroleum Corp.,"=""0.02157%""","$157,441","12,358.00"
Next plc,"=""0.02153%""","$157,164","1,944.00"
Ingenico Group SA,"=""0.02148%""","$156,799",922.00
Schindler Holding AG,"=""0.02146%""","$156,637",585.00
Danske Bank A/S,"=""0.02144%""","$156,535","10,093.00"
Annaly Capital Management Inc.,"=""0.02142%""","$156,327","21,269.00"
SG Holdings Co. Ltd.,"=""0.02141%""","$156,302","3,400.00"
LG Household & Health Care Ltd.,"=""0.02140%""","$156,240",126.00
Investor AB Class A,"=""0.02140%""","$156,236","2,468.00"
Aena SME SA,"=""0.02130%""","$155,448","1,039.00"
UDR Inc.,"=""0.02124%""","$155,079","4,455.00"
Temenos AG,"=""0.02121%""","$154,795",956.00
Julius Baer Group Ltd.,"=""0.02115%""","$154,408","3,211.00"
Alstom SA,"=""0.02111%""","$154,118","2,763.00"
HeidelbergCement AG,"=""0.02108%""","$153,902","2,418.00"
WPP plc,"=""0.02103%""","$153,505","17,758.00"
Kuehne + Nagel International AG,"=""0.02099%""","$153,189",788.00
Credicorp Ltd.,"=""0.02095%""","$152,923","1,172.00"
Scout24 AG,"=""0.02089%""","$152,515","1,636.00"
Avery Dennison Corp.,"=""0.02083%""","$152,084","1,318.00"
Telia Co. AB,"=""0.02083%""","$152,064","39,374.00"
Toyota Industries Corp.,"=""0.02076%""","$151,521","2,600.00"
Fox Corp. Class A,"=""0.02075%""","$151,503","5,438.00"
Hasbro Inc.,"=""0.02071%""","$151,170","1,915.00"
Allegion plc,"=""0.02069%""","$151,053","1,461.00"
LEG Immobilien AG,"=""0.02066%""","$150,803","1,023.00"
Kia Motors Corp.,"=""0.02064%""","$150,660","4,216.00"
Mondi plc,"=""0.02062%""","$150,491","7,693.00"
Burberry Group plc,"=""0.02060%""","$150,377","7,775.00"
Terna Rete Elettrica Nazionale SPA,"=""0.02059%""","$150,299","20,745.00"
Hannover Rueck SE,"=""0.02058%""","$150,248",881.00
Nexon Co. Ltd.,"=""0.02053%""","$149,853","6,400.00"
Vistra Corp.,"=""0.02051%""","$149,744","7,787.00"
Spirax-Sarco Engineering plc,"=""0.02050%""","$149,658","1,091.00"
Concho Resources Inc.,"=""0.02049%""","$149,546","2,877.00"
Semiconductor Manufacturing International Corp.,"=""0.02047%""","$149,397","46,500.00"
Marubeni Corp.,"=""0.02041%""","$148,976","24,700.00"
MTU Aero Engines AG,"=""0.02040%""","$148,908",802.00
Eastman Chemical Co.,"=""0.02037%""","$148,706","2,034.00"
LKQ Corp.,"=""0.02036%""","$148,638","4,683.00"
Argenx SE,"=""0.02034%""","$148,491",641.00
TD Ameritrade Holding Corp.,"=""0.02031%""","$148,224","3,862.00"
Straumann Holding AG,"=""0.02028%""","$148,059",150.00
Japan Post Holdings Co. Ltd.,"=""0.02028%""","$148,049","20,033.00"
Croda International plc,"=""0.02027%""","$147,963","1,873.00"
West Japan Railway Co.,"=""0.02015%""","$147,096","2,800.00"
Dentsply Sirona Inc.,"=""0.02013%""","$146,949","3,275.00"
IAC/InterActiveCorp,"=""0.02008%""","$146,555","1,102.00"
Brenntag AG,"=""0.02007%""","$146,497","2,335.00"
James Hardie Industries plc,"=""0.02005%""","$146,332","6,418.00"
Epiroc AB Class A,"=""0.02002%""","$146,141","9,790.00"
AP Moller - Maersk A/S Class B,"=""0.02000%""","$145,965",95.00
Carrefour SA,"=""0.01999%""","$145,940","9,066.00"
Dell Technologies Inc.,"=""0.01998%""","$145,839","2,207.00"
Nitto Denko Corp.,"=""0.01997%""","$145,749","2,400.00"
Advantest Corp.,"=""0.01994%""","$145,533","3,044.00"
Western Union Co.,"=""0.01993%""","$145,456","6,166.00"
Associated British Foods plc,"=""0.01986%""","$144,974","5,292.00"
Campbell Soup Co.,"=""0.01981%""","$144,572","2,748.00"
PTC Inc.,"=""0.01974%""","$144,062","1,576.00"
Yaskawa Electric Corp.,"=""0.01971%""","$143,901","4,000.00"
Henry Schein Inc.,"=""0.01969%""","$143,710","2,163.00"
Porsche Automobil Holding SE Preference Shares,"=""0.01966%""","$143,503","2,339.00"
GN Store Nord A/S,"=""0.01966%""","$143,527","1,977.00"
Peugeot SA,"=""0.01962%""","$143,244","8,335.00"
Eurofins Scientific SE,"=""0.01959%""","$142,970",178.00
Groupe Bruxelles Lambert SA,"=""0.01955%""","$142,698","1,538.00"
Albemarle Corp.,"=""0.01951%""","$142,431","1,565.00"
Textron Inc.,"=""0.01947%""","$142,106","3,604.00"
Kinnevik AB,"=""0.01943%""","$141,832","3,662.00"
Henkel AG & Co. KGaA,"=""0.01938%""","$141,473","1,572.00"
Umicore SA,"=""0.01937%""","$141,365","3,071.00"
Yamato Holdings Co. Ltd.,"=""0.01934%""","$141,155","5,400.00"
FinecoBank Banca Fineco SPA,"=""0.01934%""","$141,178","9,295.00"
RenaissanceRe Holdings Ltd.,"=""0.01928%""","$140,745",766.00
Tokyo Gas Co. Ltd.,"=""0.01918%""","$139,997","6,300.00"
APA Group,"=""0.01917%""","$139,900","18,137.00"
Fidelity National Financial Inc.,"=""0.01917%""","$139,921","4,262.00"
PG&E Corp.,"=""0.01909%""","$139,317","15,045.00"
Sumitomo Electric Industries Ltd.,"=""0.01904%""","$138,981","11,800.00"
Huntington Bancshares Inc./OH,"=""0.01903%""","$138,882","14,759.00"
Cochlear Ltd.,"=""0.01902%""","$138,836",977.00
L'Oreal SA,"=""0.01901%""","$138,755",419.00
Jardine Matheson Holdings Ltd.,"=""0.01899%""","$138,600","3,300.00"
Teva Pharmaceutical Industries Ltd.,"=""0.01895%""","$138,303","14,459.00"
Packaging Corp. of America,"=""0.01892%""","$138,091","1,364.00"
Covestro AG,"=""0.01887%""","$137,768","2,890.00"
Lamb Weston Holdings Inc.,"=""0.01880%""","$137,202","2,183.00"
Fortum Oyj,"=""0.01878%""","$137,075","6,470.00"
Baker Hughes Co. Class A,"=""0.01872%""","$136,617","9,567.00"
Wynn Resorts Ltd.,"=""0.01872%""","$136,684","1,563.00"
Loews Corp.,"=""0.01865%""","$136,160","3,797.00"
Loblaw Cos. Ltd.,"=""0.01864%""","$136,067","2,630.00"
Roche Holding AG (Bearer),"=""0.01863%""","$135,984",387.00
Air Liquide SA,"=""0.01854%""","$135,366",814.00
Liberty Global plc Class C,"=""0.01842%""","$134,470","5,844.00"
Raymond James Financial Inc.,"=""0.01840%""","$134,327","1,774.00"
DCC plc,"=""0.01839%""","$134,272","1,513.00"
Ajinomoto Co. Inc.,"=""0.01838%""","$134,162","7,200.00"
a2 Milk Co. Ltd.,"=""0.01837%""","$134,119","10,674.00"
Telstra Corp. Ltd.,"=""0.01831%""","$133,665","62,539.00"
NiSource Inc.,"=""0.01828%""","$133,403","6,020.00"
Polymetal International plc,"=""0.01826%""","$133,271","4,908.00"
Scentre Group,"=""0.01823%""","$133,055","79,608.00"
Endesa SA,"=""0.01821%""","$132,909","4,784.00"
Iron Mountain Inc.,"=""0.01814%""","$132,396","4,400.00"
Suncorp Group Ltd.,"=""0.01814%""","$132,432","19,255.00"
Vail Resorts Inc.,"=""0.01807%""","$131,908",606.00
Koninklijke KPN NV,"=""0.01799%""","$131,349","49,990.00"
Shaw Communications Inc. Class B,"=""0.01799%""","$131,333","7,016.00"
Stora Enso Oyj,"=""0.01786%""","$130,340","8,839.00"
Altice USA Inc. Class A,"=""0.01784%""","$130,205","4,721.00"
Grifols SA,"=""0.01773%""","$129,445","4,766.00"
Mylan NV,"=""0.01769%""","$129,140","7,884.00"
L OREAL  PRIM DE FID COMMON STOCK,"=""0.01769%""","$129,152",390.00
LG Electronics Inc.,"=""0.01768%""","$129,075","1,821.00"
BorgWarner Inc.,"=""0.01764%""","$128,792","3,173.00"
Sartorius Stedim Biotech,"=""0.01763%""","$128,718",359.00
Everest Re Group Ltd.,"=""0.01761%""","$128,527",584.00
Mowi ASA,"=""0.01760%""","$128,462","6,525.00"
Atos SE,"=""0.01752%""","$127,892","1,475.00"
Ally Financial Inc.,"=""0.01751%""","$127,785","5,585.00"
Samsung Biologics Co. Ltd.,"=""0.01750%""","$127,713",195.00
Kintetsu Group Holdings Co. Ltd.,"=""0.01746%""","$127,436","2,900.00"
W R Berkley Corp.,"=""0.01745%""","$127,389","2,053.00"
Informa plc,"=""0.01744%""","$127,288","22,996.00"
Equitable Holdings Inc.,"=""0.01743%""","$127,267","6,006.00"
Bouygues SA,"=""0.01741%""","$127,090","3,196.00"
Snap-on Inc.,"=""0.01737%""","$126,771",855.00
Yamaha Corp.,"=""0.01736%""","$126,758","2,600.00"
Globe Life Inc.,"=""0.01736%""","$126,689","1,536.00"
DISH Network Corp. Class A,"=""0.01731%""","$126,345","3,557.00"
Red Electrica Corp. SA,"=""0.01727%""","$126,049","6,577.00"
Chubu Electric Power Co. Inc.,"=""0.01725%""","$125,955","10,200.00"
Fairfax Financial Holdings Ltd.,"=""0.01725%""","$125,909",408.00
Nissan Motor Co. Ltd.,"=""0.01717%""","$125,326","30,800.00"
Carnival Corp.,"=""0.01712%""","$124,951","7,582.00"
ArcelorMittal SA,"=""0.01701%""","$124,145","9,791.00"
Rollins Inc.,"=""0.01700%""","$124,120","2,251.00"
Amdocs Ltd.,"=""0.01698%""","$123,930","2,024.00"
Boliden AB,"=""0.01694%""","$123,643","4,135.00"
Elisa Oyj,"=""0.01693%""","$123,615","2,097.00"
Nippon Steel Corp.,"=""0.01692%""","$123,534","12,542.00"
Hargreaves Lansdown plc,"=""0.01690%""","$123,350","5,699.00"
Daifuku Co. Ltd.,"=""0.01687%""","$123,174","1,400.00"
Adecco Group AG,"=""0.01687%""","$123,130","2,346.00"
KT&G Corp.,"=""0.01683%""","$122,842","1,756.00"
Juniper Networks Inc.,"=""0.01682%""","$122,775","4,911.00"
NRG Energy Inc.,"=""0.01680%""","$122,603","3,563.00"
Shimadzu Corp.,"=""0.01676%""","$122,368","4,100.00"
Heineken Holding NV,"=""0.01671%""","$122,004","1,486.00"
Mitsubishi Heavy Industries Ltd.,"=""0.01667%""","$121,686","4,900.00"
Nibe Industrier AB Class B,"=""0.01663%""","$121,402","4,309.00"
Keio Corp.,"=""0.01656%""","$120,892","2,000.00"
Host Hotels & Resorts Inc.,"=""0.01649%""","$120,341","10,716.00"
Dexus,"=""0.01645%""","$120,065","18,386.00"
XPO Logistics Inc.,"=""0.01643%""","$119,959","1,359.00"
Smiths Group plc,"=""0.01638%""","$119,597","6,371.00"
CNH Industrial NV,"=""0.01637%""","$119,509","15,063.00"
Bank Leumi Le-Israel BM,"=""0.01637%""","$119,511","23,289.00"
Insurance Australia Group Ltd.,"=""0.01637%""","$119,475","33,868.00"
Kingfisher plc,"=""0.01636%""","$119,400","32,991.00"
Osaka Gas Co. Ltd.,"=""0.01634%""","$119,245","6,100.00"
Pinnacle West Capital Corp.,"=""0.01632%""","$119,120","1,624.00"
Westrock Co.,"=""0.01627%""","$118,742","3,915.00"
F5 Networks Inc.,"=""0.01624%""","$118,568",896.00
Live Nation Entertainment Inc.,"=""0.01623%""","$118,485","2,086.00"
South32 Ltd.,"=""0.01621%""","$118,341","76,199.00"
Coca-Cola European Partners plc,"=""0.01619%""","$118,170","2,871.00"
AGNC Investment Corp.,"=""0.01618%""","$118,115","8,371.00"
Mitsubishi Chemical Holdings Corp.,"=""0.01617%""","$118,063","20,200.00"
Alfa Laval AB,"=""0.01614%""","$117,845","4,808.00"
Ramsay Health Care Ltd.,"=""0.01610%""","$117,497","2,442.00"
Toray Industries Inc.,"=""0.01607%""","$117,322","24,700.00"
Universal Health Services Inc. Class B,"=""0.01604%""","$117,081","1,061.00"
CaixaBank SA,"=""0.01604%""","$117,053","53,135.00"
Ubisoft Entertainment SA,"=""0.01601%""","$116,864","1,417.00"
Smurfit Kappa Group plc,"=""0.01600%""","$116,791","3,262.00"
Thales SA,"=""0.01597%""","$116,562","1,488.00"
Atlantia SPA,"=""0.01596%""","$116,520","7,309.00"
Orkla ASA,"=""0.01590%""","$116,073","11,328.00"
Samsung C&T Corp.,"=""0.01588%""","$115,919","1,275.00"
Pentair plc,"=""0.01587%""","$115,829","2,566.00"
Publicis Groupe SA,"=""0.01587%""","$115,842","3,298.00"
New World Development Co. Ltd.,"=""0.01583%""","$115,554","22,250.00"
CD Projekt SA,"=""0.01577%""","$115,107",963.00
DaVita Inc.,"=""0.01575%""","$114,957","1,325.00"
Skf Ab,"=""0.01574%""","$114,907","5,742.00"
Power Assets Holdings Ltd.,"=""0.01570%""","$114,578","20,000.00"
AIR LIQUIDE SA PF 2022 COMMON STOCK,"=""0.01567%""","$114,412",688.00
Alleghany Corp.,"=""0.01565%""","$114,239",206.00
Moncler SPA,"=""0.01564%""","$114,175","2,942.00"
Vifor Pharma AG,"=""0.01561%""","$113,969",769.00
United Utilities Group plc,"=""0.01560%""","$113,864","10,231.00"
Euronext NV,"=""0.01559%""","$113,834",935.00
Tele2 AB,"=""0.01555%""","$113,528","7,990.00"
Rightmove plc,"=""0.01551%""","$113,207","13,340.00"
Resona Holdings Inc.,"=""0.01547%""","$112,905","30,700.00"
Assurant Inc.,"=""0.01547%""","$112,929",929.00
MISUMI Group Inc.,"=""0.01545%""","$112,807","4,300.00"
Wilmar International Ltd.,"=""0.01542%""","$112,579","35,106.00"
Baloise Holding AG,"=""0.01541%""","$112,500",721.00
Barratt Developments plc,"=""0.01534%""","$111,952","15,920.00"
NTT Data Corp.,"=""0.01534%""","$112,005","9,800.00"
Bank Hapoalim BM,"=""0.01533%""","$111,915","18,442.00"
Skanska AB Class B,"=""0.01531%""","$111,747","5,470.00"
Nissan Chemical Corp.,"=""0.01525%""","$111,292","2,100.00"
Odakyu Electric Railway Co. Ltd.,"=""0.01525%""","$111,307","4,500.00"
Trend Micro Inc./Japan,"=""0.01525%""","$111,349","1,800.00"
Discovery Communications Inc. Class C,"=""0.01522%""","$111,113","5,564.00"
Sirius XM Holdings Inc.,"=""0.01522%""","$111,119","18,930.00"
WH Group Ltd.,"=""0.01517%""","$110,732","128,280.00"
Getlink SE,"=""0.01516%""","$110,671","7,207.00"
Hankyu Hanshin Holdings Inc.,"=""0.01513%""","$110,453","3,400.00"
St. James's Place plc,"=""0.01510%""","$110,226","8,402.00"
ASM International NV,"=""0.01510%""","$110,242",731.00
Severn Trent plc,"=""0.01507%""","$110,003","3,523.00"
Sumitomo Metal Mining Co. Ltd.,"=""0.01505%""","$109,889","3,600.00"
Arkema SA,"=""0.01495%""","$109,104",982.00
Jazz Pharmaceuticals plc,"=""0.01495%""","$109,125",812.00
Gecina SA,"=""0.01495%""","$109,117",792.00
Puma SE,"=""0.01494%""","$109,046","1,318.00"
Eiffage SA,"=""0.01493%""","$108,974","1,180.00"
Standard Life Aberdeen plc,"=""0.01491%""","$108,828","34,266.00"
Pandora A/S,"=""0.01489%""","$108,691","1,485.00"
Ageas SA/NV,"=""0.01487%""","$108,569","2,579.00"
Origin Energy Ltd.,"=""0.01485%""","$108,420","26,179.00"
Admiral Group plc,"=""0.01485%""","$108,396","3,070.00"
Cabot Oil & Gas Corp.,"=""0.01484%""","$108,357","5,712.00"
Rakuten Inc.,"=""0.01483%""","$108,217","12,300.00"
Wharf Real Estate Investment Co. Ltd.,"=""0.01482%""","$108,191","26,000.00"
VEREIT Inc.,"=""0.01480%""","$108,064","16,081.00"
Erste Group Bank AG,"=""0.01479%""","$107,974","4,430.00"
Lear Corp.,"=""0.01476%""","$107,778",946.00
Northern Star Resources Ltd.,"=""0.01474%""","$107,601","10,659.00"
Howmet Aerospace Inc.,"=""0.01473%""","$107,520","6,137.00"
Natwest Group plc,"=""0.01473%""","$107,503","71,178.00"
Xero Ltd.,"=""0.01469%""","$107,230","1,436.00"
Gentex Corp.,"=""0.01465%""","$106,956","3,954.00"
Santos Ltd.,"=""0.01462%""","$106,689","25,443.00"
Santen Pharmaceutical Co. Ltd.,"=""0.01462%""","$106,724","5,600.00"
Stockland,"=""0.01456%""","$106,318","36,303.00"
Nomura Research Institute Ltd.,"=""0.01454%""","$106,146","3,993.00"
Perrigo Co. plc,"=""0.01451%""","$105,908","2,025.00"
Melrose Industries plc,"=""0.01447%""","$105,596","77,470.00"
Whitbread plc,"=""0.01446%""","$105,548","3,117.00"
Mediobanca Banca di Credito Finanziario SPA,"=""0.01444%""","$105,421","12,105.00"
Voya Financial Inc.,"=""0.01439%""","$105,066","2,024.00"
Auto Trader Group plc,"=""0.01436%""","$104,804","13,898.00"
Interpublic Group of Cos. Inc.,"=""0.01436%""","$104,820","5,902.00"
Yakult Honsha Co. Ltd.,"=""0.01433%""","$104,575","1,833.00"
Volkswagen AG,"=""0.01432%""","$104,546",582.00
Aroundtown SA,"=""0.01432%""","$104,539","19,077.00"
Prysmian SPA,"=""0.01430%""","$104,367","3,723.00"
Svenska Cellulosa AB SCA Class B,"=""0.01428%""","$104,240","8,067.00"
MTR Corp. Ltd.,"=""0.01426%""","$104,127","20,000.00"
Knorr-Bremse AG,"=""0.01422%""","$103,786",815.00
Taisei Corp.,"=""0.01420%""","$103,682","3,000.00"
Swiss Prime Site AG,"=""0.01420%""","$103,624","1,147.00"
Suez SA,"=""0.01419%""","$103,546","5,969.00"
Autoliv Inc.,"=""0.01416%""","$103,330","1,319.00"
Molson Coors Beverage Co. Class B,"=""0.01414%""","$103,247","2,743.00"
Valeo SA,"=""0.01413%""","$103,116","3,368.00"
Kansai Electric Power Co. Inc.,"=""0.01403%""","$102,387","10,400.00"
Industrivarden AB Class A,"=""0.01403%""","$102,409","3,847.00"
MINEBEA MITSUMI Inc.,"=""0.01402%""","$102,316","5,900.00"
SK Innovation Co. Ltd.,"=""0.01401%""","$102,290",838.00
Barry Callebaut AG,"=""0.01400%""","$102,171",46.00
Mirvac Group,"=""0.01400%""","$102,211","65,501.00"
Lyft Inc. Class A,"=""0.01394%""","$101,768","3,430.00"
Ascendas REIT,"=""0.01394%""","$101,746","41,667.00"
Daiwa Securities Group Inc.,"=""0.01389%""","$101,419","22,500.00"
Yara International ASA,"=""0.01383%""","$100,926","2,393.00"
TOTO Ltd.,"=""0.01383%""","$100,962","2,300.00"
Vornado Realty Trust,"=""0.01382%""","$100,897","2,816.00"
Lincoln National Corp.,"=""0.01379%""","$100,652","2,792.00"
Berkeley Group Holdings plc,"=""0.01376%""","$100,415","1,645.00"
Regency Centers Corp.,"=""0.01373%""","$100,228","2,524.00"
Nissin Foods Holdings Co. Ltd.,"=""0.01369%""","$99,958","1,000.00"
Obayashi Corp.,"=""0.01366%""","$99,744","10,200.00"
Aisin Seiki Co. Ltd.,"=""0.01366%""","$99,679","2,900.00"
Nihon M&A Center Inc.,"=""0.01364%""","$99,580","2,000.00"
Tokyu Corp.,"=""0.01356%""","$98,950","7,400.00"
Hydro One Ltd.,"=""0.01355%""","$98,907","4,773.00"
CF Industries Holdings Inc.,"=""0.01351%""","$98,640","3,023.00"
CapitaLand Ltd.,"=""0.01351%""","$98,608","48,400.00"
Newell Brands Inc.,"=""0.01347%""","$98,325","6,153.00"
AGL Energy Ltd.,"=""0.01347%""","$98,311","8,982.00"
AP Moller - Maersk A/S Class A,"=""0.01329%""","$97,008",68.00
Hana Financial Group Inc.,"=""0.01328%""","$96,904","4,082.00"
Hikari Tsushin Inc.,"=""0.01324%""","$96,638",400.00
T&D Holdings Inc.,"=""0.01319%""","$96,299","9,200.00"
TeamViewer AG,"=""0.01319%""","$96,258","1,774.00"
GVC Holdings plc,"=""0.01317%""","$96,103","8,925.00"
Kajima Corp.,"=""0.01314%""","$95,919","7,700.00"
Kyowa Kirin Co. Ltd.,"=""0.01311%""","$95,671","3,700.00"
Spark New Zealand Ltd.,"=""0.01311%""","$95,685","29,310.00"
Naturgy Energy Group SA,"=""0.01311%""","$95,666","4,950.00"
BioMerieux,"=""0.01300%""","$94,929",625.00
Galapagos NV,"=""0.01297%""","$94,672",695.00
Sealed Air Corp.,"=""0.01294%""","$94,438","2,403.00"
LG Corp.,"=""0.01294%""","$94,473","1,357.00"
Aurizon Holdings Ltd.,"=""0.01292%""","$94,333","29,323.00"
Enagas SA,"=""0.01291%""","$94,222","3,845.00"
Kesko Oyj Class B,"=""0.01290%""","$94,200","4,237.00"
Commerzbank AG,"=""0.01289%""","$94,072","16,175.00"
Steel Dynamics Inc.,"=""0.01288%""","$94,021","3,185.00"
Bunge Ltd.,"=""0.01284%""","$93,749","2,055.00"
Tobu Railway Co. Ltd.,"=""0.01283%""","$93,639","3,000.00"
Siemens Gamesa Renewable Energy SA,"=""0.01281%""","$93,527","3,485.00"
Diamondback Energy Inc.,"=""0.01280%""","$93,426","2,398.00"
Disco Corp.,"=""0.01278%""","$93,281",400.00
Toyota Tsusho Corp.,"=""0.01277%""","$93,243","3,200.00"
Unibail-Rodamco-Westfield,"=""0.01274%""","$92,964","1,985.00"
Siemens Healthineers AG,"=""0.01273%""","$92,908","2,039.00"
Nexi SPA,"=""0.01271%""","$92,809","5,203.00"
Arrow Electronics Inc.,"=""0.01268%""","$92,544","1,178.00"
Mosaic Co.,"=""0.01264%""","$92,298","5,063.00"
Magellan Financial Group Ltd.,"=""0.01261%""","$92,062","2,101.00"
Solvay SA Class A,"=""0.01260%""","$91,999","1,059.00"
M&G plc,"=""0.01255%""","$91,638","39,561.00"
Inpex Corp.,"=""0.01253%""","$91,496","14,400.00"
Huntington Ingalls Industries Inc.,"=""0.01248%""","$91,064",601.00
Hamamatsu Photonics KK,"=""0.01248%""","$91,093","2,000.00"
Great-West Lifeco Inc.,"=""0.01248%""","$91,086","4,460.00"
HEICO Corp.,"=""0.01244%""","$90,794",826.00
Taylor Wimpey plc,"=""0.01244%""","$90,794","55,355.00"
Bureau Veritas SA,"=""0.01242%""","$90,687","3,992.00"
Sensata Technologies Holding plc,"=""0.01241%""","$90,609","2,176.00"
Orica Ltd.,"=""0.01240%""","$90,539","7,044.00"
Lasertec Corp.,"=""0.01240%""","$90,528","1,200.00"
Hang Lung Properties Ltd.,"=""0.01236%""","$90,218","32,000.00"
Saputo Inc.,"=""0.01233%""","$90,007","3,604.00"
Samsung Electro-Mechanics Co. Ltd.,"=""0.01230%""","$89,819",857.00
Orpea,"=""0.01229%""","$89,677",745.00
Medibank Pvt Ltd.,"=""0.01229%""","$89,707","44,432.00"
ACS Actividades de Construccion y Servicios SA,"=""0.01228%""","$89,672","3,654.00"
Bechtle AG,"=""0.01228%""","$89,643",443.00
EMS-Chemie Holding AG,"=""0.01227%""","$89,550",99.00
Sumitomo Chemical Co. Ltd.,"=""0.01226%""","$89,467","27,500.00"
Nielsen Holdings plc,"=""0.01224%""","$89,327","5,846.00"
Dentsu Group Inc.,"=""0.01223%""","$89,260","3,400.00"
Kobayashi Pharmaceutical Co. Ltd.,"=""0.01219%""","$89,019","1,000.00"
Comerica Inc.,"=""0.01219%""","$88,982","2,251.00"
Suntory Beverage & Food Ltd.,"=""0.01215%""","$88,708","2,300.00"
IPG Photonics Corp.,"=""0.01214%""","$88,628",548.00
Pennon Group plc,"=""0.01214%""","$88,618","6,579.00"
Daito Trust Construction Co. Ltd.,"=""0.01214%""","$88,651","1,000.00"
Federal Realty Investment Trust,"=""0.01211%""","$88,432","1,116.00"
Wm Morrison Supermarkets plc,"=""0.01210%""","$88,298","34,293.00"
Franklin Resources Inc.,"=""0.01208%""","$88,157","4,186.00"
Johnson Matthey plc,"=""0.01206%""","$88,054","2,769.00"
RSA Insurance Group plc,"=""0.01202%""","$87,730","14,583.00"
Exor Nv,"=""0.01201%""","$87,675","1,484.00"
Tabcorp Holdings Ltd.,"=""0.01200%""","$87,581","32,714.00"
Castellum AB,"=""0.01200%""","$87,587","4,268.00"
GEA Group AG,"=""0.01199%""","$87,496","2,394.00"
Koito Manufacturing Co. Ltd.,"=""0.01195%""","$87,246","1,800.00"
SEI Investments Co.,"=""0.01195%""","$87,232","1,666.00"
HEICO Corp. Class A,"=""0.01194%""","$87,146",975.00
Dai Nippon Printing Co. Ltd.,"=""0.01194%""","$87,146","4,100.00"
Lendlease Corp. Ltd.,"=""0.01193%""","$87,061","10,131.00"
Polaris Inc.,"=""0.01193%""","$87,096",862.00
Celltrion Healthcare Co. Ltd.,"=""0.01192%""","$87,047","1,033.00"
Galp Energia SGPS SA,"=""0.01187%""","$86,667","8,077.00"
Aramark,"=""0.01182%""","$86,318","3,132.00"
Asahi Intecc Co. Ltd.,"=""0.01178%""","$86,006","2,900.00"
KION Group AG,"=""0.01177%""","$85,931","1,014.00"
B&M European Value Retail SA,"=""0.01177%""","$85,882","13,475.00"
Renault SA,"=""0.01173%""","$85,620","3,003.00"
Powszechna Kasa Oszczednosci Bank Polski SA,"=""0.01172%""","$85,550","14,550.00"
Commerce Bancshares Inc./MO,"=""0.01167%""","$85,185","1,430.00"
AGC Inc./Japan,"=""0.01165%""","$85,011","3,000.00"
Direct Line Insurance Group plc,"=""0.01165%""","$85,028","21,534.00"
Securitas AB Class B,"=""0.01163%""","$84,893","5,948.00"
Lion Corp.,"=""0.01161%""","$84,719","4,000.00"
LIXIL Group Corp.,"=""0.01159%""","$84,587","4,600.00"
Schindler Holding AG (Registered),"=""0.01154%""","$84,245",319.00
Swatch Group AG (Bearer),"=""0.01151%""","$83,998",396.00
ASR Nederland NV,"=""0.01150%""","$83,938","2,416.00"
Flex Ltd.,"=""0.01147%""","$83,731","7,710.00"
Apache Corp.,"=""0.01145%""","$83,590","5,648.00"
Rohm Co. Ltd.,"=""0.01145%""","$83,606","1,300.00"
Otsuka Corp.,"=""0.01142%""","$83,361","1,700.00"
Robert Half International Inc.,"=""0.01138%""","$83,098","1,562.00"
Accor SA,"=""0.01137%""","$83,024","2,697.00"
Canadian Tire Corp. Ltd. Class A,"=""0.01136%""","$82,941",792.00
DXC Technology Co.,"=""0.01136%""","$82,937","4,151.00"
Hikma Pharmaceuticals plc,"=""0.01132%""","$82,604","2,602.00"
Liberty Media Corp-Liberty SiriusXM Class C,"=""0.01130%""","$82,501","2,292.00"
SEEK Ltd.,"=""0.01129%""","$82,379","5,389.00"
Pigeon Corp.,"=""0.01127%""","$82,239","1,800.00"
Xinyi Solar Holdings Ltd.,"=""0.01118%""","$81,603","64,600.00"
Sekisui Chemical Co. Ltd.,"=""0.01118%""","$81,613","5,100.00"
SK Telecom Co. Ltd.,"=""0.01118%""","$81,630",391.00
Electrolux AB Class B,"=""0.01117%""","$81,566","3,754.00"
Davide Campari-Milano NV,"=""0.01103%""","$80,499","7,834.00"
Ampol Ltd.,"=""0.01102%""","$80,455","4,181.00"
SK Holdings Co. Ltd.,"=""0.01101%""","$80,347",446.00
CDK Global Inc.,"=""0.01100%""","$80,280","1,722.00"
GPT Group,"=""0.01099%""","$80,219","28,321.00"
Tsuruha Holdings Inc.,"=""0.01098%""","$80,117",600.00
Orion Oyj Class B,"=""0.01096%""","$80,036","1,702.00"
Coca-Cola HBC AG,"=""0.01095%""","$79,936","2,994.00"
Toll Brothers Inc.,"=""0.01093%""","$79,754","1,889.00"
