FTSE All-World UCITS ETF - (USD) Distributing (VWRD)
As of 31 July 2020
Holding name,% of funds,Market value,Shares
Cencosud SA,"=""0.00565%""","$339,006","194,534.00"
CK Infrastructure Holdings Ltd.,"=""0.00565%""","$338,830","65,000.00"
LONGi Green Energy Technology Co. Ltd. Class A,"=""0.00565%""","$338,582","41,591.00"
PLDT Inc.,"=""0.00564%""","$338,108","12,400.00"
Kunlun Energy Co. Ltd.,"=""0.00563%""","$337,787","404,000.00"
Cogna Educacao,"=""0.00563%""","$337,820","212,394.00"
Jiangsu Yanghe Brewery Joint-Stock Co. Ltd. Class A,"=""0.00562%""","$336,790","17,400.00"
Ahli United Bank BSC,"=""0.00562%""","$336,907","550,131.00"
Nippon Express Co. Ltd.,"=""0.00561%""","$336,432","7,100.00"
Aspen Pharmacare Holdings Ltd.,"=""0.00561%""","$336,405","43,254.00"
Haseko Corp.,"=""0.00559%""","$335,056","28,500.00"
Innolux Corp.,"=""0.00559%""","$335,003","1,182,380.00"
Altium Ltd.,"=""0.00559%""","$335,283","14,232.00"
Ccr SA,"=""0.00558%""","$334,604","116,436.00"
Elis SA,"=""0.00558%""","$334,751","27,431.00"
Just Eat Takeaway.com NV,"=""0.00558%""","$334,308","3,081.00"
Kasikornbank PCL (Foreign),"=""0.00558%""","$334,832","128,900.00"
Iss A/S,"=""0.00556%""","$333,198","21,596.00"
Iliad SA,"=""0.00556%""","$333,325","1,694.00"
Rohto Pharmaceutical Co. Ltd.,"=""0.00555%""","$332,488","10,800.00"
Bank of East Asia Ltd.,"=""0.00555%""","$332,761","146,200.00"
ITV plc,"=""0.00554%""","$332,160","446,496.00"
KOC Holding AS,"=""0.00553%""","$331,416","143,050.00"
COMSYS Holdings Corp.,"=""0.00553%""","$331,316","11,300.00"
Cipla Ltd./India,"=""0.00551%""","$330,251","34,308.00"
China Construction Bank Corp. Class A,"=""0.00551%""","$330,593","376,900.00"
Cosan SA,"=""0.00550%""","$329,940","19,000.00"
Cia de Minas Buenaventura SAA ADR,"=""0.00550%""","$329,601","27,791.00"
Wharf Holdings Ltd.,"=""0.00549%""","$329,416","194,000.00"
BTS Group Holdings PCL,"=""0.00548%""","$328,593","975,844.00"
Korea Shipbuilding & Offshore Engineering Co. Ltd.,"=""0.00547%""","$328,005","4,381.00"
Mizrahi Tefahot Bank Ltd.,"=""0.00547%""","$328,020","15,893.00"
Xerox Holdings Corp.,"=""0.00547%""","$328,055","19,703.00"
SES SA Class A,"=""0.00547%""","$328,074","46,271.00"
Zhen Ding Technology Holding Ltd.,"=""0.00546%""","$327,195","71,000.00"
Boral Ltd.,"=""0.00544%""","$326,309","126,743.00"
Hanwha Solutions Corp.,"=""0.00543%""","$325,760","15,220.00"
THK Co. Ltd.,"=""0.00543%""","$325,338","14,000.00"
Jumbo SA,"=""0.00543%""","$325,260","16,560.00"
Shoprite Holdings Ltd.,"=""0.00543%""","$325,548","53,014.00"
Mitsubishi Gas Chemical Co. Inc.,"=""0.00542%""","$324,791","20,600.00"
G4S plc,"=""0.00542%""","$325,246","174,450.00"
Empresas CMPC SA,"=""0.00541%""","$324,466","146,443.00"
China Communications Construction Co. Ltd. Class H,"=""0.00541%""","$324,130","557,000.00"
Hellenic Telecommunications Organization SA,"=""0.00540%""","$323,517","21,887.00"
NTPC Ltd.,"=""0.00539%""","$323,050","277,795.00"
Xinyi Glass Holdings Ltd.,"=""0.00538%""","$322,469","220,000.00"
Konami Holdings Corp.,"=""0.00538%""","$322,321","10,600.00"
Hisamitsu Pharmaceutical Co. Inc.,"=""0.00538%""","$322,302","7,400.00"
Shizuoka Bank Ltd.,"=""0.00538%""","$322,818","49,900.00"
Cia Brasileira de Distribuicao,"=""0.00537%""","$321,872","23,600.00"
Centrais Eletricas Brasileiras SA,"=""0.00537%""","$321,666","45,331.00"
China Longyuan Power Group Corp. Ltd. Class H,"=""0.00536%""","$321,534","449,000.00"
Anhui Conch Cement Co. Ltd. Class A,"=""0.00536%""","$321,306","36,500.00"
Chiba Bank Ltd.,"=""0.00536%""","$321,394","70,500.00"
Showa Denko KK,"=""0.00535%""","$321,059","15,600.00"
Kuala Lumpur Kepong Bhd.,"=""0.00535%""","$320,646","58,100.00"
Colruyt SA,"=""0.00534%""","$319,864","5,458.00"
Bajaj Finserv Ltd.,"=""0.00533%""","$319,368","3,850.00"
Downer EDI Ltd.,"=""0.00532%""","$318,995","108,226.00"
Muyuan Foodstuff Co. Ltd. Class A,"=""0.00532%""","$318,733","24,310.00"
Turkcell Iletisim Hizmetleri AS,"=""0.00532%""","$319,098","149,875.00"
Daelim Industrial Co. Ltd.,"=""0.00531%""","$318,178","4,529.00"
AU Optronics Corp.,"=""0.00531%""","$318,171","933,000.00"
Sojitz Corp.,"=""0.00530%""","$317,924","152,100.00"
Nichirei Corp.,"=""0.00529%""","$316,943","11,200.00"
Sun Art Retail Group Ltd.,"=""0.00529%""","$317,238","228,500.00"
Cimarex Energy Co.,"=""0.00528%""","$316,317","12,932.00"
Suzuken Co. Ltd./Aichi Japan,"=""0.00527%""","$315,950","8,920.00"
Discovery Ltd.,"=""0.00527%""","$315,944","48,544.00"
Hapvida Participacoes e Investimentos SA,"=""0.00526%""","$315,339","25,201.00"
Electricite de France SA,"=""0.00526%""","$315,514","31,207.00"
Dino Polska SA,"=""0.00525%""","$314,569","5,649.00"
Izumi Co. Ltd.,"=""0.00525%""","$314,490","8,200.00"
Huatai Securities Co. Ltd. Class A,"=""0.00525%""","$314,953","105,700.00"
Gruma SAB de CV Class B,"=""0.00522%""","$312,781","26,605.00"
HLB Inc.,"=""0.00522%""","$313,167","4,463.00"
Inventec Corp.,"=""0.00522%""","$313,199","367,000.00"
Piramal Enterprises Ltd.,"=""0.00521%""","$312,218","15,853.00"
Banco Santander Chile,"=""0.00521%""","$312,649","7,181,824.00"
Bendigo & Adelaide Bank Ltd.,"=""0.00521%""","$312,095","63,254.00"
S-Oil Corp.,"=""0.00520%""","$312,066","6,095.00"
Unilever Indonesia Tbk PT,"=""0.00520%""","$311,548","541,500.00"
Raiffeisen Bank International AG,"=""0.00520%""","$311,779","18,121.00"
China Merchants Expressway Network & Technology Holdings Co. Ltd. Class A,"=""0.00519%""","$311,385","303,437.00"
Infrastrutture Wireless Italiane SPA,"=""0.00519%""","$311,369","30,743.00"
Ackermans & van Haaren NV,"=""0.00519%""","$311,275","2,415.00"
Feng TAY Enterprise Co. Ltd.,"=""0.00518%""","$310,783","51,876.00"
JGC Holdings Corp.,"=""0.00517%""","$309,952","30,800.00"
Shanghai Mechanical and Electrical Industry Co. Ltd. Class A,"=""0.00517%""","$310,016","124,600.00"
Guotai Junan Securities Co. Ltd. Class A,"=""0.00517%""","$309,887","117,000.00"
RHB Bank Bhd.,"=""0.00516%""","$309,202","261,159.00"
Dubai Islamic Bank PJSC,"=""0.00516%""","$309,220","301,276.00"
VTB Bank PJSC,"=""0.00515%""","$308,891","595,107,610.00"
Rocket Internet SE,"=""0.00513%""","$307,385","14,267.00"
Qatar Gas Transport Co. Ltd.,"=""0.00512%""","$306,677","398,932.00"
Flughafen Zurich AG,"=""0.00512%""","$307,063","2,429.00"
MediPal Holdings Corp.,"=""0.00512%""","$307,054","16,700.00"
voestalpine AG,"=""0.00511%""","$306,666","13,835.00"
Samsung Heavy Industries Co. Ltd.,"=""0.00510%""","$305,564","63,645.00"
NSK Ltd.,"=""0.00509%""","$305,211","46,100.00"
Aeroports de Paris,"=""0.00509%""","$304,990","3,224.00"
Salmar ASA,"=""0.00509%""","$305,248","6,421.00"
Taisho Pharmaceutical Holdings Co. Ltd.,"=""0.00509%""","$304,909","5,400.00"
Petronas Gas Bhd.,"=""0.00509%""","$305,094","77,000.00"
China Yangtze Power Co. Ltd. Class A,"=""0.00508%""","$304,557","115,676.00"
Shanghai Pudong Development Bank Co. Ltd. Class A,"=""0.00508%""","$304,686","205,200.00"
China Merchants Securities Co. Ltd. Class H,"=""0.00508%""","$304,575","249,000.00"
Fuyao Glass Industry Group Co. Ltd. Class H,"=""0.00507%""","$303,930","108,800.00"
JDE Peet's BV,"=""0.00507%""","$304,262","6,816.00"
GF Securities Co. Ltd. Class H,"=""0.00507%""","$304,225","253,800.00"
Anritsu Corp.,"=""0.00507%""","$304,110","12,800.00"
Sime Darby Bhd.,"=""0.00506%""","$303,606","590,500.00"
ICICI Bank Ltd.,"=""0.00506%""","$303,381","65,446.00"
Energy Absolute PCL,"=""0.00505%""","$302,903","199,900.00"
Avangrid Inc.,"=""0.00505%""","$302,972","6,085.00"
Bank AlBilad,"=""0.00505%""","$302,711","48,269.00"
People's Insurance Co. Group of China Ltd. Class H,"=""0.00504%""","$302,392","930,000.00"
Calbee Inc.,"=""0.00503%""","$301,452","9,500.00"
Benesse Holdings Inc.,"=""0.00503%""","$301,492","11,600.00"
Guangzhou Automobile Group Co. Ltd. Class H,"=""0.00502%""","$300,982","314,800.00"
China Taiping Insurance Holdings Co. Ltd.,"=""0.00502%""","$301,224","169,909.00"
MISC Bhd.,"=""0.00500%""","$299,969","161,200.00"
Hypera SA,"=""0.00500%""","$299,740","43,200.00"
SINA Corp./China,"=""0.00500%""","$299,760","7,429.00"
Ovintiv Inc.,"=""0.00499%""","$299,285","30,933.00"
Zijin Mining Group Co. Ltd. Class H,"=""0.00499%""","$299,143","482,000.00"
Dongfeng Motor Group Co. Ltd. Class H,"=""0.00499%""","$299,334","418,000.00"
EDP Renovaveis SA,"=""0.00499%""","$299,260","18,233.00"
China Biologic Products Holdings Inc.,"=""0.00498%""","$298,418","2,806.00"
Leonardo SPA,"=""0.00497%""","$298,205","46,614.00"
Kakaku.com Inc.,"=""0.00497%""","$298,243","12,400.00"
AK Transneft OAO Preference Shares,"=""0.00496%""","$297,670",164.00
Pou Chen Corp.,"=""0.00496%""","$297,271","328,000.00"
Hitachi Construction Machinery Co. Ltd.,"=""0.00495%""","$297,059","10,400.00"
Luzhou Laojiao Co. Ltd. Class A,"=""0.00494%""","$295,912","17,500.00"
Haier Smart Home Co. Ltd. Class A,"=""0.00491%""","$294,615","114,200.00"
ComfortDelGro Corp. Ltd.,"=""0.00491%""","$294,553","297,000.00"
Fuchs Petrolub SE Preference Shares,"=""0.00490%""","$293,583","6,692.00"
NOF Corp.,"=""0.00490%""","$293,644","7,900.00"
Samsung Life Insurance Co. Ltd.,"=""0.00490%""","$294,025","7,367.00"
Havells India Ltd.,"=""0.00488%""","$292,828","37,567.00"
Eclat Textile Co. Ltd.,"=""0.00487%""","$291,769","24,703.00"
Contact Energy Ltd.,"=""0.00487%""","$291,828","75,014.00"
MOL Hungarian Oil & Gas plc,"=""0.00486%""","$291,563","49,463.00"
Inter RAO UES PJSC,"=""0.00486%""","$291,349","3,745,000.00"
Teijin Ltd.,"=""0.00484%""","$290,209","20,200.00"
Qube Holdings Ltd.,"=""0.00484%""","$289,904","148,075.00"
Air China Ltd. Class A,"=""0.00483%""","$289,459","295,700.00"
Helvetia Holding AG,"=""0.00483%""","$289,321","3,198.00"
Coal India Ltd.,"=""0.00482%""","$289,168","167,376.00"
Bandhan Bank Ltd.,"=""0.00482%""","$288,710","62,588.00"
Walsin Technology Corp.,"=""0.00480%""","$287,563","48,000.00"
Sushiro Global Holdings Ltd.,"=""0.00480%""","$287,616","13,600.00"
Shanghai Lujiazui Finance & Trade Zone Development Co. Ltd. Class B,"=""0.00480%""","$287,707","342,508.00"
Inner Mongolia BaoTou Steel Union Co. Ltd. Class A,"=""0.00479%""","$287,132","1,712,300.00"
Asia Cement Corp.,"=""0.00478%""","$286,366","209,986.00"
Foshan Haitian Flavouring & Food Co. Ltd. Class A,"=""0.00478%""","$286,512","13,320.00"
TIM Participacoes SA,"=""0.00478%""","$286,512","94,700.00"
CGN Power Co. Ltd. Class H,"=""0.00478%""","$286,452","1,362,000.00"
Canadian Utilities Ltd. Class A,"=""0.00478%""","$286,372","11,164.00"
Intouch Holdings PCL,"=""0.00478%""","$286,763","157,568.00"
Press Metal Aluminium Holdings Bhd.,"=""0.00477%""","$286,062","250,600.00"
Cleanaway Waste Management Ltd.,"=""0.00477%""","$285,834","190,703.00"
Beijing Enterprises Water Group Ltd.,"=""0.00477%""","$286,116","674,000.00"
Ambuja Cements Ltd.,"=""0.00476%""","$285,385","97,003.00"
Glanbia plc,"=""0.00476%""","$285,257","23,489.00"
Capitec Bank Holdings Ltd.,"=""0.00476%""","$285,556","5,500.00"
Alumina Ltd.,"=""0.00475%""","$284,726","261,200.00"
Subsea 7 SA,"=""0.00474%""","$284,269","37,820.00"
Novolipetsk Steel PJSC,"=""0.00474%""","$284,460","145,129.00"
Coca-Cola Amatil Ltd.,"=""0.00474%""","$284,263","48,457.00"
Eurazeo SE,"=""0.00474%""","$283,954","5,423.00"
China Galaxy Securities Co. Ltd. Class A,"=""0.00474%""","$284,356","151,800.00"
SAIC Motor Corp. Ltd. Class A,"=""0.00472%""","$283,230","108,700.00"
Cyfrowy Polsat SA,"=""0.00472%""","$282,843","37,912.00"
Poly Developments and Holdings Group Co. Ltd. Class A,"=""0.00472%""","$283,057","126,600.00"
Hitachi Metals Ltd.,"=""0.00470%""","$281,589","21,700.00"
Ezaki Glico Co. Ltd.,"=""0.00470%""","$281,547","6,100.00"
Nihon Kohden Corp.,"=""0.00470%""","$281,916","8,200.00"
TPG Telecom Ltd.,"=""0.00470%""","$281,594","48,838.00"
Incitec Pivot Ltd.,"=""0.00469%""","$281,275","212,581.00"
China Railway Group Ltd. Class H,"=""0.00469%""","$281,221","556,000.00"
Genting Singapore Ltd.,"=""0.00469%""","$281,072","524,400.00"
Brf SA,"=""0.00468%""","$280,729","70,600.00"
KWG Group Holdings Ltd.,"=""0.00468%""","$280,444","157,500.00"
Qatar Electricity & Water Co. QSC,"=""0.00467%""","$280,068","60,339.00"
Bank of the Philippine Islands,"=""0.00467%""","$279,858","201,662.00"
Moscow Exchange MICEX-RTS PJSC,"=""0.00467%""","$280,119","156,280.00"
Bidvest Group Ltd.,"=""0.00466%""","$279,098","36,027.00"
Sinotruk Hong Kong Ltd.,"=""0.00465%""","$278,886","89,500.00"
CTS Eventim AG & Co. KGaA,"=""0.00465%""","$278,572","7,028.00"
SJM Holdings Ltd.,"=""0.00464%""","$278,226","247,000.00"
Japan Post Insurance Co. Ltd.,"=""0.00464%""","$278,170","21,068.00"
Coca-Cola Femsa SAB de CV,"=""0.00463%""","$277,867","66,700.00"
Rinnai Corp.,"=""0.00463%""","$277,840","3,400.00"
MultiChoice Group,"=""0.00463%""","$277,481","44,767.00"
Inmobiliaria Colonial Socimi SA,"=""0.00462%""","$276,717","32,389.00"
Shanghai Fosun Pharmaceutical Group Co. Ltd. Class A,"=""0.00461%""","$276,489","31,000.00"
Divi's Laboratories Ltd.,"=""0.00461%""","$276,266","7,899.00"
Skylark Holdings Co. Ltd.,"=""0.00461%""","$276,497","19,955.00"
China Resources Power Holdings Co. Ltd.,"=""0.00459%""","$275,358","216,000.00"
DKSH Holding AG,"=""0.00458%""","$274,696","4,268.00"
Etihad Etisalat Co.,"=""0.00458%""","$274,499","37,641.00"
Fibra Uno Administracion SA de CV,"=""0.00458%""","$274,811","339,000.00"
Hyundai Engineering & Construction Co. Ltd.,"=""0.00457%""","$273,962","9,516.00"
Faurecia SE,"=""0.00457%""","$273,919","7,043.00"
Livzon Pharmaceutical Group Inc. Class A,"=""0.00457%""","$273,968","35,100.00"
Bank of Kyoto Ltd.,"=""0.00457%""","$274,165","7,500.00"
Beach Energy Ltd.,"=""0.00456%""","$273,521","269,541.00"
Severstal PAO,"=""0.00456%""","$273,511","22,330.00"
Bank Polska Kasa Opieki SA,"=""0.00456%""","$273,581","20,184.00"
Shanghai Jinqiao Export Processing Zone Development Co. Ltd. Class A,"=""0.00450%""","$269,659","123,700.00"
Ashmore Group plc,"=""0.00450%""","$270,055","52,704.00"
BYD Electronic International Co. Ltd.,"=""0.00450%""","$269,741","77,000.00"
Fancl Corp.,"=""0.00449%""","$269,384","9,400.00"
International Container Terminal Services Inc.,"=""0.00448%""","$268,780","136,880.00"
Nikon Corp.,"=""0.00448%""","$268,664","38,700.00"
Hotel Shilla Co. Ltd.,"=""0.00448%""","$268,832","4,556.00"
ROCKWOOL International A/S Class B,"=""0.00447%""","$267,795",822.00
Compal Electronics Inc.,"=""0.00447%""","$268,025","421,000.00"
Andritz AG,"=""0.00446%""","$267,636","7,947.00"
China Feihe Ltd.,"=""0.00446%""","$267,232","139,000.00"
Banque Cantonale Vaudoise,"=""0.00446%""","$267,207","2,540.00"
Investment AB Latour Class B,"=""0.00446%""","$267,619","13,051.00"
China Everbright International Ltd.,"=""0.00445%""","$266,882","431,814.00"
Zeon Corp.,"=""0.00443%""","$265,563","27,800.00"
DIC Corp.,"=""0.00443%""","$265,716","11,100.00"
Banca Mediolanum SPA,"=""0.00443%""","$265,685","35,692.00"
Ryohin Keikaku Co. Ltd.,"=""0.00442%""","$264,832","22,100.00"
Liberty Global plc Class A,"=""0.00442%""","$264,898","11,318.00"
Evraz plc,"=""0.00440%""","$263,817","69,672.00"
Chongqing Zhifei Biological Products Co. Ltd. Class A,"=""0.00440%""","$263,915","9,900.00"
Wendel SE,"=""0.00440%""","$263,709","2,814.00"
ZTE Corp. Class A,"=""0.00440%""","$263,850","46,999.00"
Mesaieed Petrochemical Holding Co.,"=""0.00439%""","$262,914","459,122.00"
Kasikornbank PCL,"=""0.00439%""","$263,398","101,400.00"
NGK Spark Plug Co. Ltd.,"=""0.00438%""","$262,530","19,700.00"
Grupo Televisa SAB,"=""0.00438%""","$262,497","233,387.00"
ZhongAn Online P&C Insurance Co. Ltd. Class H,"=""0.00437%""","$261,911","43,700.00"
Indah Kiat Pulp & Paper Corp. Tbk PT,"=""0.00436%""","$261,300","489,100.00"
Telenet Group Holding NV,"=""0.00436%""","$261,373","6,698.00"
Land & Houses PCL,"=""0.00436%""","$261,495","1,101,900.00"
Mebuki Financial Group Inc.,"=""0.00435%""","$260,934","117,900.00"
Banco BPM SPA,"=""0.00434%""","$260,228","173,144.00"
Tata Motors Ltd.,"=""0.00433%""","$259,424","185,458.00"
Grifols SA Preference Shares,"=""0.00432%""","$259,197","13,564.00"
H Lundbeck A/S,"=""0.00432%""","$259,222","7,102.00"
Electric Power Development Co. Ltd.,"=""0.00432%""","$259,231","19,100.00"
Bradespar SA Preference Shares,"=""0.00432%""","$258,988","31,318.00"
LINE Corp.,"=""0.00432%""","$259,066","4,900.00"
Promotora y Operadora de Infraestructura SAB de CV,"=""0.00431%""","$258,332","35,141.00"
Kyowa Exeo Corp.,"=""0.00431%""","$258,432","11,000.00"
Amada Co. Ltd.,"=""0.00431%""","$258,172","38,500.00"
Bezeq The Israeli Telecommunication Corp. Ltd.,"=""0.00431%""","$258,128","257,844.00"
United Airlines Holdings Inc.,"=""0.00430%""","$257,755","8,214.00"
SKC Co. Ltd.,"=""0.00429%""","$257,211","4,384.00"
Taiyo Nippon Sanso Corp.,"=""0.00429%""","$257,331","16,400.00"
Fresnillo plc,"=""0.00429%""","$257,272","15,904.00"
China State Construction Engineering Corp. Ltd. Class A,"=""0.00428%""","$256,718","356,100.00"
Minth Group Ltd.,"=""0.00428%""","$256,329","86,000.00"
Enel Chile SA,"=""0.00428%""","$256,486","2,986,646.00"
AusNet Services,"=""0.00428%""","$256,851","201,211.00"
Fukuoka Financial Group Inc.,"=""0.00427%""","$256,301","17,700.00"
Indofood Sukses Makmur Tbk PT,"=""0.00425%""","$254,863","576,900.00"
Alps Alpine Co. Ltd.,"=""0.00424%""","$254,014","20,300.00"
Alliance Data Systems Corp.,"=""0.00424%""","$254,272","5,732.00"
Sankyo Co. Ltd.,"=""0.00424%""","$254,397","10,200.00"
Merlin Properties Socimi SA,"=""0.00424%""","$254,459","30,785.00"
GMO internet Inc.,"=""0.00423%""","$253,854","8,800.00"
Mercury NZ Ltd.,"=""0.00422%""","$252,719","81,236.00"
Nedbank Group Ltd.,"=""0.00422%""","$253,056","41,048.00"
Emaar Properties PJSC,"=""0.00422%""","$252,814","361,332.00"
IGM Financial Inc.,"=""0.00422%""","$252,869","10,286.00"
Matsumotokiyoshi Holdings Co. Ltd.,"=""0.00421%""","$252,662","7,600.00"
Koei Tecmo Holdings Co. Ltd.,"=""0.00421%""","$252,212","6,560.00"
Osotspa PCL,"=""0.00420%""","$251,736","184,700.00"
Eneva SA,"=""0.00420%""","$251,569","26,000.00"
UOL Group Ltd.,"=""0.00420%""","$251,515","52,100.00"
SCREEN Holdings Co. Ltd.,"=""0.00419%""","$251,310","5,100.00"
BYD Co. Ltd. Class A,"=""0.00418%""","$250,886","20,500.00"
Interconexion Electrica SA ESP,"=""0.00418%""","$250,860","48,713.00"
Centrais Eletricas Brasileiras SA Preference Shares,"=""0.00418%""","$250,385","33,900.00"
Grenke AG,"=""0.00418%""","$250,728","3,313.00"
Exxaro Resources Ltd.,"=""0.00417%""","$249,840","31,667.00"
Nifco Inc./Japan,"=""0.00417%""","$249,783","11,200.00"
Falabella SA,"=""0.00417%""","$250,006","70,084.00"
ICL Group Ltd.,"=""0.00416%""","$249,402","79,376.00"
Lotte Chemical Corp.,"=""0.00415%""","$249,059","1,761.00"
Qatar Fuel QSC,"=""0.00415%""","$248,907","56,290.00"
Agile Group Holdings Ltd.,"=""0.00415%""","$248,915","196,250.00"
Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,"=""0.00414%""","$248,130","9,600.00"
Lawson Inc.,"=""0.00414%""","$248,274","5,000.00"
Hong Leong Bank Bhd.,"=""0.00414%""","$248,349","70,200.00"
CSC Financial Co. Ltd. Class H,"=""0.00414%""","$248,137","165,500.00"
Opap SA,"=""0.00413%""","$247,911","27,477.00"
NEPI Rockcastle plc,"=""0.00413%""","$247,727","47,404.00"
Denka Co. Ltd.,"=""0.00412%""","$247,286","10,400.00"
China Life Insurance Co. Ltd./Taiwan,"=""0.00412%""","$246,853","356,228.00"
Inchcape plc,"=""0.00411%""","$246,618","43,779.00"
Morinaga Milk Industry Co. Ltd.,"=""0.00411%""","$246,628","5,300.00"
Sugi Holdings Co. Ltd.,"=""0.00411%""","$246,326","3,400.00"
Sundrug Co. Ltd.,"=""0.00410%""","$245,834","7,200.00"
Grasim Industries Ltd.,"=""0.00409%""","$245,029","28,957.00"
Kewpie Corp.,"=""0.00409%""","$244,988","13,800.00"
Marico Ltd.,"=""0.00409%""","$245,152","50,462.00"
CSSC Offshore and Marine Engineering Group Co. Ltd. Class H,"=""0.00408%""","$244,329","180,000.00"
Shopping Centres Australasia Property Group,"=""0.00408%""","$244,393","157,770.00"
Sumitomo Heavy Industries Ltd.,"=""0.00407%""","$244,182","12,600.00"
Bharti Infratel Ltd.,"=""0.00407%""","$244,119","95,071.00"
Mitsubishi Materials Corp.,"=""0.00406%""","$243,677","12,000.00"
Great Wall Motor Co. Ltd. Class H,"=""0.00406%""","$243,699","249,500.00"
Liberty Broadband Corp. Class A,"=""0.00406%""","$243,558","1,804.00"
Air Water Inc.,"=""0.00405%""","$242,713","18,800.00"
FP Corp.,"=""0.00404%""","$242,032","3,000.00"
Weichai Power Co. Ltd. Class A,"=""0.00404%""","$242,018","104,300.00"
Ain Holdings Inc.,"=""0.00404%""","$242,240","3,800.00"
Unimicron Technology Corp.,"=""0.00403%""","$241,445","110,000.00"
Sumitomo Dainippon Pharma Co. Ltd.,"=""0.00403%""","$241,468","19,400.00"
Akbank T.A.S.,"=""0.00403%""","$241,395","321,530.00"
Bank Negara Indonesia Persero Tbk PT,"=""0.00403%""","$241,752","767,300.00"
Wiwynn Corp.,"=""0.00402%""","$240,864","9,000.00"
Ecopetrol SA,"=""0.00401%""","$240,454","431,006.00"
Orbia Advance Corp. SAB de CV,"=""0.00401%""","$240,319","151,124.00"
ACC Ltd.,"=""0.00401%""","$240,285","12,611.00"
Acciona SA,"=""0.00401%""","$240,471","2,168.00"
SPAR Group Ltd.,"=""0.00401%""","$240,222","24,792.00"
Genting Bhd.,"=""0.00401%""","$240,459","266,200.00"
Turkiye Garanti Bankasi AS,"=""0.00401%""","$240,371","238,984.00"
Kinden Corp.,"=""0.00400%""","$239,984","15,500.00"
Bic Camera Inc.,"=""0.00400%""","$240,062","23,900.00"
An Hui Wenergy Co. Ltd. Class A,"=""0.00400%""","$239,582","402,800.00"
Banco Santander Brasil SA,"=""0.00400%""","$240,002","41,800.00"
Swire Properties Ltd.,"=""0.00400%""","$239,738","103,800.00"
City Developments Ltd.,"=""0.00399%""","$239,202","40,100.00"
Walvax Biotechnology Co. Ltd. Class A,"=""0.00398%""","$238,735","20,600.00"
K's Holdings Corp.,"=""0.00397%""","$237,965","18,500.00"
Fosun International Ltd.,"=""0.00396%""","$237,595","208,540.00"
Seazen Holdings Co. Ltd.,"=""0.00396%""","$237,524","48,700.00"
Icade,"=""0.00396%""","$237,332","3,584.00"
KAZ Minerals plc,"=""0.00395%""","$237,071","33,412.00"
Schibsted ASA Class A,"=""0.00395%""","$236,689","6,494.00"
Old Mutual Ltd.,"=""0.00395%""","$237,085","351,984.00"
ANA Holdings Inc.,"=""0.00394%""","$236,352","11,500.00"
Marks & Spencer Group plc,"=""0.00393%""","$235,425","188,852.00"
Horiba Ltd.,"=""0.00392%""","$234,938","4,600.00"
China Cinda Asset Management Co. Ltd. Class H,"=""0.00392%""","$235,101","1,248,000.00"
OSRAM Licht AG,"=""0.00391%""","$234,636","4,470.00"
Haidilao International Holding Ltd.,"=""0.00391%""","$234,594","51,000.00"
Tupras Turkiye Petrol Rafinerileri AS,"=""0.00390%""","$233,747","19,763.00"
Kagome Co. Ltd.,"=""0.00389%""","$233,411","7,700.00"
Nankai Electric Railway Co. Ltd.,"=""0.00388%""","$232,755","11,900.00"
Hang Lung Group Ltd.,"=""0.00387%""","$232,128","96,000.00"
Goldwin Inc.,"=""0.00386%""","$231,278","3,900.00"
Growthpoint Properties Ltd.,"=""0.00386%""","$231,353","296,437.00"
Telefonica Deutschland Holding AG,"=""0.00385%""","$230,865","83,972.00"
Dassault Aviation SA,"=""0.00384%""","$230,091",276.00
OC Oerlikon Corp. AG,"=""0.00384%""","$230,082","27,504.00"
Nomura Real Estate Holdings Inc.,"=""0.00384%""","$230,330","13,900.00"
Iida Group Holdings Co. Ltd.,"=""0.00383%""","$229,426","14,900.00"
Saudi Kayan Petrochemical Co.,"=""0.00382%""","$229,203","105,732.00"
Sahara International Petrochemical Co.,"=""0.00382%""","$228,944","58,972.00"
Seb SA,"=""0.00381%""","$228,622","1,380.00"
Under Armour Inc. Class C,"=""0.00381%""","$228,320","24,059.00"
Tokyu Fudosan Holdings Corp.,"=""0.00381%""","$228,696","60,000.00"
Park Hotels & Resorts Inc.,"=""0.00381%""","$228,153","27,588.00"
GF Securities Co. Ltd. Class A,"=""0.00381%""","$228,279","102,100.00"
Shenzhen Inovance Technology Co. Ltd. Class A,"=""0.00380%""","$227,628","31,600.00"
House Foods Group Inc.,"=""0.00380%""","$228,057","7,500.00"
Cia Siderurgica Nacional SA,"=""0.00379%""","$227,078","96,500.00"
Alrosa PJSC,"=""0.00379%""","$227,281","246,920.00"
Sega Sammy Holdings Inc.,"=""0.00379%""","$227,162","20,200.00"
A2A Spa,"=""0.00379%""","$227,435","158,495.00"
Hindalco Industries Ltd.,"=""0.00378%""","$226,835","104,047.00"
Alfa SAB de CV Class A,"=""0.00378%""","$226,881","416,800.00"
China Merchants Port Holdings Co. Ltd.,"=""0.00378%""","$226,608","198,000.00"
Nishi-Nippon Railroad Co. Ltd.,"=""0.00378%""","$226,618","9,100.00"
Nihon Unisys Ltd.,"=""0.00378%""","$226,639","7,500.00"
Indian Oil Corp. Ltd.,"=""0.00377%""","$225,905","191,074.00"
Iluka Resources Ltd.,"=""0.00377%""","$225,976","34,818.00"
