FTSE All-World UCITS ETF - (USD) Distributing (VWRD)
As of 31 July 2020
Holding name,% of funds,Market value,Shares
Inner Mongolia Yitai Coal Co. Ltd. Class B,"=""0.00110%""","$65,829","90,300.00"
Amot Investments Ltd.,"=""0.00110%""","$66,116","13,716.00"
Sappi Ltd.,"=""0.00109%""","$65,318","45,399.00"
Grupo Argos SA/Colombia,"=""0.00109%""","$65,112","23,800.00"
COSCO SHIPPING Holdings Co. Ltd. Class A,"=""0.00109%""","$65,286","105,200.00"
Itau CorpBanca Chile SA,"=""0.00109%""","$65,489","18,502,454.00"
IDFC Bank,"=""0.00109%""","$65,515","184,260.00"
Saudi Airlines Catering Co.,"=""0.00108%""","$64,802","2,953.00"
Guangzhou Automobile Group Co. Ltd. Class A,"=""0.00108%""","$64,702","41,800.00"
Habib Bank Ltd.,"=""0.00108%""","$64,604","88,200.00"
Redefine Properties Ltd.,"=""0.00108%""","$64,591","345,882.00"
Santam Ltd.,"=""0.00106%""","$63,705","4,089.00"
Airport City Ltd.,"=""0.00106%""","$63,349","5,575.00"
Perpetual Ltd.,"=""0.00106%""","$63,840","2,935.00"
Grupo de Inversiones Suramericana SA,"=""0.00106%""","$63,851","12,271.00"
Legend Holdings Corp. Class H,"=""0.00106%""","$63,344","48,800.00"
China Fortune Land Development Co. Ltd. Class A,"=""0.00105%""","$63,173","25,405.00"
Qingdao Port International Co. Ltd. Class H,"=""0.00105%""","$62,875","111,000.00"
GT Capital Holdings Inc.,"=""0.00105%""","$63,183","7,073.00"
NH Investment & Securities Co. Ltd.,"=""0.00105%""","$63,149","8,569.00"
TechnipFMC plc,"=""0.00104%""","$62,241","7,751.00"
Kotobuki Spirits Co. Ltd.,"=""0.00104%""","$62,466","2,100.00"
Lao Feng Xiang Co. Ltd. Class B,"=""0.00104%""","$62,548","18,800.00"
Old Mutual Ltd.,"=""0.00104%""","$62,593","93,181.00"
Godrej Properties Ltd.,"=""0.00104%""","$62,225","5,024.00"
Egypt Kuwait Holding Co. SAE,"=""0.00104%""","$62,105","59,091.00"
Greentown China Holdings Ltd.,"=""0.00103%""","$61,752","53,000.00"
Daewoo Shipbuilding & Marine Engineering Co. Ltd.,"=""0.00102%""","$60,941","3,070.00"
Shanghai Waigaoqiao Free Trade Zone Group Co. Ltd. Class A,"=""0.00101%""","$60,343","27,500.00"
TVS Motor Co. Ltd.,"=""0.00101%""","$60,581","11,696.00"
Fraser & Neave Holdings Bhd.,"=""0.00100%""","$59,788","7,800.00"
Takashimaya Co. Ltd.,"=""0.00099%""","$59,586","9,000.00"
Indiabulls Housing Finance Ltd.,"=""0.00099%""","$59,609","23,471.00"
Perusahaan Gas Negara Tbk PT,"=""0.00098%""","$58,658","677,000.00"
Larsen & Toubro Infotech Ltd.,"=""0.00098%""","$58,795","1,820.00"
OBIC Business Consultants Co. Ltd.,"=""0.00098%""","$58,545","1,000.00"
Bharat Electronics Ltd.,"=""0.00097%""","$58,228","45,448.00"
KEPCO Plant Service & Engineering Co. Ltd.,"=""0.00097%""","$57,916","2,343.00"
Huayu Automotive Systems Co. Ltd. Class A,"=""0.00097%""","$58,089","19,300.00"
Sanrio Co. Ltd.,"=""0.00097%""","$57,883","4,000.00"
Fawaz Abdulaziz Al Hokair & Co.,"=""0.00097%""","$58,149","11,394.00"
Guangshen Railway Co. Ltd. Class H,"=""0.00097%""","$58,419","308,000.00"
Turkiye Is Bankasi AS,"=""0.00097%""","$58,346","84,838.00"
Rajesh Exports Ltd.,"=""0.00096%""","$57,761","9,463.00"
Foschini Group Ltd.,"=""0.00096%""","$57,842","14,148.00"
CJ ENM Co. Ltd.,"=""0.00096%""","$57,289",593.00
Shangri-La Asia Ltd.,"=""0.00096%""","$57,805","80,000.00"
OBI Pharma Inc.,"=""0.00095%""","$56,694","14,195.00"
National Bank of Greece SA,"=""0.00095%""","$57,056","43,410.00"
Cosmo Energy Holdings Co. Ltd.,"=""0.00094%""","$56,067","3,900.00"
Maeda Road Construction Co. Ltd.,"=""0.00094%""","$56,382","3,100.00"
Kyudenko Corp.,"=""0.00094%""","$56,275","2,000.00"
Hyundai Wia Corp.,"=""0.00094%""","$56,423","1,769.00"
Cafe de Coral Holdings Ltd.,"=""0.00094%""","$56,071","28,000.00"
Skandinaviska Enskilda Banken AB Class C,"=""0.00094%""","$56,130","5,552.00"
Yapi ve Kredi Bankasi AS,"=""0.00094%""","$56,562","184,475.00"
Yanbu Cement Co.,"=""0.00093%""","$55,622","6,795.00"
Sinopec Engineering Group Co. Ltd. Class H,"=""0.00093%""","$55,542","125,500.00"
COSCO SHIPPING Development Co. Ltd. Class A,"=""0.00093%""","$55,707","189,600.00"
Jiangsu Expressway Co. Ltd. Class H,"=""0.00093%""","$55,756","52,000.00"
Citizen Watch Co. Ltd.,"=""0.00093%""","$55,723","20,600.00"
Autobacs Seven Co. Ltd.,"=""0.00093%""","$55,750","4,800.00"
China Reinsurance Group Corp. Class H,"=""0.00093%""","$55,605","507,000.00"
Ninety One Ltd.,"=""0.00093%""","$55,889","19,423.00"
Posco International Corp.,"=""0.00092%""","$54,928","4,725.00"
Weifu High-Technology Group Co. Ltd. Class B,"=""0.00092%""","$55,399","32,800.00"
Heiwa Corp.,"=""0.00092%""","$55,088","3,300.00"
Porto Seguro SA,"=""0.00092%""","$55,008","5,300.00"
Gazit-Globe Ltd.,"=""0.00092%""","$54,926","13,225.20"
NMDC Ltd.,"=""0.00091%""","$54,277","48,456.00"
China Shipbuilding Industry Co. Ltd. Class A,"=""0.00091%""","$54,303","79,100.00"
United Breweries Ltd.,"=""0.00091%""","$54,609","4,293.00"
Dufry AG,"=""0.00091%""","$54,664","2,149.00"
JSW Energy Ltd.,"=""0.00091%""","$54,850","89,400.00"
Lotte Corp.,"=""0.00090%""","$53,991","2,075.00"
Paz Oil Co. Ltd.,"=""0.00089%""","$53,607",677.00
NTN Corp.,"=""0.00088%""","$52,502","30,500.00"
Matsui Securities Co. Ltd.,"=""0.00088%""","$52,932","6,500.00"
Aeroflot PJSC,"=""0.00087%""","$52,378","47,094.00"
Bumi Serpong Damai Tbk PT,"=""0.00086%""","$51,788","1,095,800.00"
Shenzhen Investment Ltd.,"=""0.00086%""","$51,373","163,849.00"
Doosan Bobcat Inc.,"=""0.00085%""","$51,213","2,264.00"
Qatar Insurance Co. SAQ,"=""0.00085%""","$50,695","91,740.00"
Nippon Life India Asset Management Ltd.,"=""0.00085%""","$51,054","14,367.00"
AEON Financial Service Co. Ltd.,"=""0.00085%""","$51,002","6,800.00"
Shenzhen Expressway Co. Ltd. Class A,"=""0.00084%""","$50,396","39,200.00"
Xinhua Winshare Publishing and Media Co. Ltd. Class A,"=""0.00084%""","$50,494","31,400.00"
IRPC PCL (Foreign),"=""0.00083%""","$49,827","611,700.00"
Air China Ltd. Class H,"=""0.00083%""","$49,650","80,000.00"
Xinjiang Goldwind Science & Technology Co. Ltd. Class H,"=""0.00082%""","$49,149","48,835.00"
Dana Gas PJSC,"=""0.00081%""","$48,481","247,329.00"
Yamato Kogyo Co. Ltd.,"=""0.00081%""","$48,667","2,400.00"
Adbri Ltd.,"=""0.00081%""","$48,601","30,665.00"
Barloworld Ltd.,"=""0.00081%""","$48,594","12,498.00"
Cineworld Group plc,"=""0.00081%""","$48,321","96,376.00"
Resilient REIT Ltd.,"=""0.00081%""","$48,333","18,757.00"
Haitong International Securities Group Ltd.,"=""0.00081%""","$48,541","180,000.00"
Japan Petroleum Exploration Co. Ltd.,"=""0.00080%""","$48,236","3,000.00"
Topcon Corp.,"=""0.00080%""","$47,943","7,400.00"
CJ Logistics Corp.,"=""0.00080%""","$47,901",373.00
Empresa Nacional de Telecomunicaciones SA,"=""0.00080%""","$47,721","6,691.00"
Jiangxi Copper Co. Ltd. Class H,"=""0.00079%""","$47,637","40,000.00"
Ashok Leyland Ltd.,"=""0.00079%""","$47,508","73,056.00"
China Eastern Airlines Corp. Ltd. Class A,"=""0.00079%""","$47,657","75,400.00"
Total Access Communication PCL,"=""0.00079%""","$47,378","40,200.00"
Jindal Steel & Power Ltd.,"=""0.00078%""","$46,961","19,006.00"
L'Occitane International SA,"=""0.00078%""","$46,619","27,750.00"
Engie Energia Chile SA,"=""0.00078%""","$47,040","32,815.00"
Cia de Transmissao de Energia Eletrica Paulista Preference Shares,"=""0.00078%""","$46,762","10,800.00"
Braskem SA Preference Shares,"=""0.00077%""","$46,425","10,600.00"
China Zhongwang Holdings Ltd.,"=""0.00077%""","$46,130","218,000.00"
Fuji Seal International Inc.,"=""0.00077%""","$46,329","2,600.00"
Golden Agri-Resources Ltd.,"=""0.00076%""","$45,544","397,800.00"
Odontoprev SA,"=""0.00076%""","$45,396","17,100.00"
MGM China Holdings Ltd.,"=""0.00076%""","$45,821","36,800.00"
Jiangxi Bank Co. Ltd. Class H,"=""0.00076%""","$45,707","101,500.00"
Emaar Malls PJSC,"=""0.00076%""","$45,550","125,799.00"
Power Finance Corp. Ltd.,"=""0.00076%""","$45,516","42,117.00"
Siam City Cement PCL (Foreign),"=""0.00075%""","$45,262","9,347.00"
San Miguel Corp.,"=""0.00075%""","$44,782","22,230.00"
Phoenix Holdings Ltd.,"=""0.00075%""","$44,817","9,992.00"
Cholamandalam Investment and Finance Co. Ltd.,"=""0.00075%""","$44,940","16,603.00"
Ssangyong Cement Industrial Co. Ltd.,"=""0.00074%""","$44,450","10,466.00"
Toyota Boshoku Corp.,"=""0.00074%""","$44,135","3,800.00"
San Miguel Food and Beverage Inc.,"=""0.00074%""","$44,165","33,650.00"
Banco do Estado do Rio Grande do Sul SA Preference Shares,"=""0.00074%""","$44,376","16,200.00"
Momentum Metropolitan Holdings,"=""0.00074%""","$44,655","45,975.00"
Hopson Development Holdings Ltd.,"=""0.00074%""","$44,572","34,000.00"
NHN Corp.,"=""0.00073%""","$44,056",637.00
Latam Airlines Group SA,"=""0.00073%""","$43,733","25,443.00"
Hong Leong Financial Group Bhd.,"=""0.00073%""","$43,826","13,826.00"
FGV Holdings Bhd.,"=""0.00072%""","$43,132","152,400.00"
Lotte Shopping Co. Ltd.,"=""0.00072%""","$43,220",661.00
Times Neighborhood Holdings Ltd.,"=""0.00072%""","$42,985","27,307.00"
OCI Co. Ltd.,"=""0.00071%""","$42,332",899.00
Shougang Fushan Resources Group Ltd.,"=""0.00071%""","$42,479","186,000.00"
Guangzhou Baiyunshan Pharmaceutical Holdings Co. Ltd. Class H,"=""0.00071%""","$42,541","14,000.00"
Guangshen Railway Co. Ltd. Class A,"=""0.00071%""","$42,379","120,200.00"
mBank SA,"=""0.00071%""","$42,686",850.00
Sino-Ocean Group Holding Ltd.,"=""0.00071%""","$42,707","177,000.00"
Olam International Ltd.,"=""0.00070%""","$41,996","43,300.00"
China Power International Development Ltd.,"=""0.00070%""","$41,921","224,064.00"
Noevir Holdings Co. Ltd.,"=""0.00069%""","$41,284","1,000.00"
El Puerto de Liverpool SAB de CV,"=""0.00069%""","$41,160","16,800.00"
China Travel International Investment Hong Kong Ltd.,"=""0.00069%""","$41,547","280,000.00"
SDIC Power Holdings Co. Ltd. Class A,"=""0.00069%""","$41,264","33,400.00"
Huadian Fuxin Energy Corp. Ltd. Class H,"=""0.00069%""","$41,387","132,000.00"
Towngas China Co. Ltd.,"=""0.00069%""","$41,390","86,000.00"
United Development Co. QSC,"=""0.00069%""","$41,302","128,750.00"
Aker ASA,"=""0.00069%""","$41,173",977.00
Shanghai Mechanical and Electrical Industry Co. Ltd. Class B,"=""0.00068%""","$41,065","36,600.00"
Mando Corp.,"=""0.00068%""","$40,606","1,756.00"
Turk Telekomunikasyon AS,"=""0.00068%""","$40,896","39,425.00"
Singapore Post Ltd.,"=""0.00067%""","$40,074","77,400.00"
Maruha Nichiro Corp.,"=""0.00067%""","$40,141","2,100.00"
Eastern Co. SAE,"=""0.00067%""","$40,055","53,306.00"
Shun Tak Holdings Ltd.,"=""0.00067%""","$40,319","112,000.00"
Tokai Rika Co. Ltd.,"=""0.00066%""","$39,678","3,200.00"
Sihuan Pharmaceutical Holdings Group Ltd.,"=""0.00065%""","$39,244","385,000.00"
Burgan Bank SAK,"=""0.00065%""","$39,101","66,330.00"
Sumitomo Bakelite Co. Ltd.,"=""0.00064%""","$38,453","1,600.00"
Alliance Global Group Inc.,"=""0.00064%""","$38,194","329,300.00"
Alsea SAB de CV,"=""0.00064%""","$38,479","39,388.00"
Korea Gas Corp.,"=""0.00064%""","$38,555","1,812.00"
GungHo Online Entertainment Inc.,"=""0.00063%""","$37,949","2,080.00"
Kissei Pharmaceutical Co. Ltd.,"=""0.00063%""","$37,556","1,800.00"
Shufersal Ltd.,"=""0.00063%""","$37,494","5,313.00"
Vienna Insurance Group AG Wiener Versicherung Gruppe,"=""0.00063%""","$37,948","1,707.00"
3M India Ltd.,"=""0.00061%""","$36,627",130.00
Medytox Inc.,"=""0.00061%""","$36,529",252.00
Sodexo SA - PRIME FIDELITE 2023,"=""0.00061%""","$36,457",529.00
Telkom SA SOC Ltd.,"=""0.00061%""","$36,465","21,449.00"
Kansai Mirai Financial Group Inc.,"=""0.00061%""","$36,514","9,700.00"
Corp Financiera Colombiana SA,"=""0.00061%""","$36,472","5,461.00"
KCC Corp.,"=""0.00060%""","$36,126",320.00
Hanwha Aerospace Co. Ltd.,"=""0.00060%""","$35,754","1,753.00"
Kyoritsu Maintenance Co. Ltd.,"=""0.00060%""","$35,780","1,300.00"
XL Axiata Tbk PT,"=""0.00060%""","$36,087","210,750.00"
Fauji Fertilizer Co. Ltd.,"=""0.00059%""","$35,241","53,300.00"
Emaar Development PJSC,"=""0.00059%""","$35,458","62,920.00"
SillaJen Inc.,"=""0.00058%""","$34,876","3,434.00"
NetEase Inc.,"=""0.00058%""","$34,936","1,923.00"
SK Networks Co. Ltd.,"=""0.00057%""","$34,413","8,055.00"
Ford Otomotiv Sanayi AS,"=""0.00057%""","$34,011","2,860.00"
China Eastern Airlines Corp. Ltd. Class H,"=""0.00057%""","$34,064","96,000.00"
Boubyan Petrochemicals Co. KSCP,"=""0.00056%""","$33,623","19,083.00"
Fujikura Ltd.,"=""0.00056%""","$33,726","12,600.00"
COSCO SHIPPING Holdings Co. Ltd. Class H,"=""0.00056%""","$33,344","88,500.00"
Turkiye Vakiflar Bankasi TAO,"=""0.00056%""","$33,632","52,163.00"
Alliance Bank Malaysia Bhd.,"=""0.00056%""","$33,665","66,700.00"
Megaworld Corp.,"=""0.00056%""","$33,734","552,605.00"
Enka Insaat ve Sanayi AS,"=""0.00055%""","$32,818","35,293.00"
CVC Brasil Operadora e Agencia de Viagens SA,"=""0.00055%""","$32,763","8,200.00"
MMG Ltd.,"=""0.00054%""","$32,639","124,000.00"
Daewoo Engineering & Construction Co. Ltd.,"=""0.00054%""","$32,647","11,145.00"
Yulon Motor Co. Ltd.,"=""0.00054%""","$32,361","40,000.00"
BGF retail Co. Ltd.,"=""0.00054%""","$32,499",311.00
Qatar Aluminum Manufacturing Co.,"=""0.00053%""","$31,781","136,940.00"
Kansai Nerolac Paints Ltd.,"=""0.00053%""","$31,502","5,436.00"
Arcelik AS,"=""0.00053%""","$31,570","9,547.00"
Gillette India Ltd.,"=""0.00053%""","$32,059",478.00
Fortress REIT Ltd.,"=""0.00053%""","$31,700","219,439.00"
Shanghai Chlor-Alkali Chemical Co. Ltd. Class B,"=""0.00052%""","$31,208","66,400.00"
Resorttrust Inc.,"=""0.00052%""","$31,196","2,800.00"
Aditya Birla Capital Ltd.,"=""0.00052%""","$31,087","42,989.00"
Fuji Media Holdings Inc.,"=""0.00051%""","$30,786","3,500.00"
Rosseti Pjsc,"=""0.00051%""","$30,443","1,419,144.00"
Tata Power Co. Ltd.,"=""0.00051%""","$30,393","46,689.00"
Banco del Bajio SA,"=""0.00051%""","$30,390","39,210.00"
Bank of Baroda,"=""0.00051%""","$30,876","49,357.00"
Health & Happiness H&H International Holdings Ltd.,"=""0.00050%""","$29,999","7,500.00"
Punjab National Bank,"=""0.00050%""","$29,706","69,559.00"
IOI Properties Group Bhd.,"=""0.00050%""","$30,106","138,000.00"
Canon Marketing Japan Inc.,"=""0.00050%""","$30,145","1,600.00"
Bukit Asam Tbk PT,"=""0.00049%""","$29,532","212,400.00"
StarHub Ltd.,"=""0.00049%""","$29,537","33,200.00"
Adani Power Ltd.,"=""0.00049%""","$29,137","61,577.00"
Shanghai Electric Group Co. Ltd. Class H,"=""0.00048%""","$28,988","94,000.00"
Tofas Turk Otomobil Fabrikasi AS,"=""0.00048%""","$28,951","7,949.00"
Anadolu Efes Biracilik Ve Malt Sanayii AS,"=""0.00048%""","$28,856","10,403.00"
Coronation Fund Managers Ltd.,"=""0.00048%""","$28,740","12,453.00"
Koza Altin Isletmeleri AS,"=""0.00047%""","$28,154","2,273.00"
TAV Havalimanlari Holding AS,"=""0.00047%""","$28,193","11,854.00"
Jiayuan International Group Ltd.,"=""0.00047%""","$28,257","60,000.00"
Hindustan Zinc Ltd.,"=""0.00046%""","$27,538","9,808.00"
Sinotrans Ltd. Class H,"=""0.00046%""","$27,801","133,000.00"
Tata Communications Ltd.,"=""0.00046%""","$27,480","2,706.00"
Vodafone Qatar QSC,"=""0.00046%""","$27,813","80,690.00"
Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero Santand,"=""0.00046%""","$27,579","42,800.00"
M Dias Branco SA,"=""0.00045%""","$27,025","3,600.00"
Lifestyle International Holdings Ltd.,"=""0.00045%""","$26,740","33,000.00"
Melisron Ltd.,"=""0.00045%""","$27,142",730.00
Taiwan Glass Industry Corp.,"=""0.00044%""","$26,465","76,760.00"
Nexteer Automotive Group Ltd.,"=""0.00044%""","$26,608","42,000.00"
Air New Zealand Ltd.,"=""0.00044%""","$26,306","29,470.00"
Wing Tai Holdings Ltd.,"=""0.00044%""","$26,312","21,100.00"
DGB Financial Group Inc.,"=""0.00043%""","$25,962","6,006.00"
MAS Real Estate Inc.,"=""0.00043%""","$25,974","38,663.00"
Yangtze Optical Fibre and Cable Joint Stock Ltd. Co. Class H,"=""0.00043%""","$26,006","14,500.00"
Dalmia Bharat Ltd.,"=""0.00042%""","$25,236","2,482.00"
ABB India Ltd.,"=""0.00042%""","$25,385","2,122.00"
Oberoi Realty Ltd.,"=""0.00042%""","$25,130","5,373.00"
Doosan Infracore Co. Ltd.,"=""0.00041%""","$24,832","4,161.00"
Nippon Television Holdings Inc.,"=""0.00041%""","$24,799","2,300.00"
Saudi Research & Marketing Group,"=""0.00041%""","$24,464","1,563.00"
Capital Securities Corp.,"=""0.00041%""","$24,341","59,920.00"
Israel Corp. Ltd.,"=""0.00040%""","$23,945",279.00
Dis-Chem Pharmacies Ltd.,"=""0.00040%""","$23,954","23,592.00"
Far Eastern International Bank,"=""0.00040%""","$23,941","63,757.00"
Ezdan Holding Group QSC,"=""0.00040%""","$24,168","61,970.00"
Banco BTG Pactual SA Prior Pfd.,"=""0.00040%""","$24,113","6,677.00"
Kandenko Co. Ltd.,"=""0.00039%""","$23,437","3,000.00"
Hutchison Port Holdings Trust,"=""0.00039%""","$23,501","217,600.00"
Surya Citra Media Tbk PT,"=""0.00039%""","$23,588","268,000.00"
Samsung Card Co. Ltd.,"=""0.00039%""","$23,088",972.00
MRF Ltd.,"=""0.00038%""","$22,849",28.00
Talaat Moustafa Group,"=""0.00038%""","$22,622","61,969.00"
Tekfen Holding AS,"=""0.00037%""","$22,204","10,129.00"
Hyundai Mipo Dockyard Co. Ltd.,"=""0.00037%""","$22,155",846.00
Jasa Marga Persero Tbk PT,"=""0.00037%""","$22,182","82,407.00"
GMR Infrastructure Ltd.,"=""0.00037%""","$22,420","77,116.00"
Ottogi Corp.,"=""0.00037%""","$22,481",48.00
AES Gener SA,"=""0.00037%""","$22,403","133,516.00"
China Motor Corp.,"=""0.00036%""","$21,749","16,400.00"
Hanssem Co. Ltd.,"=""0.00036%""","$21,746",254.00
Paradise Co. Ltd.,"=""0.00036%""","$21,639","1,968.00"
Shenzhen Expressway Co. Ltd. Class H,"=""0.00035%""","$20,978","22,000.00"
ASKUL Corp.,"=""0.00035%""","$20,954",700.00
Yanlord Land Group Ltd.,"=""0.00035%""","$20,907","23,500.00"
Sime Darby Property Bhd.,"=""0.00035%""","$21,212","143,900.00"
Meitu Inc.,"=""0.00035%""","$21,202","104,000.00"
Bashneft PAO Preference Shares,"=""0.00034%""","$20,277","1,113.00"
ElSewedy Electric Co.,"=""0.00034%""","$20,361","48,030.00"
FIT Hon Teng Ltd.,"=""0.00034%""","$20,268","42,000.00"
Grupo Lala SAB de CV,"=""0.00034%""","$20,437","37,700.00"
HengTen Networks Group Ltd.,"=""0.00034%""","$20,427","668,000.00"
Fattal Holdings 1998 Ltd.,"=""0.00034%""","$20,366",511.00
CIMC Enric Holdings Ltd.,"=""0.00033%""","$19,943","46,000.00"
China Coal Energy Co. Ltd. Class H,"=""0.00033%""","$19,571","79,000.00"
TPK Holding Co. Ltd.,"=""0.00033%""","$19,488","11,000.00"
COSCO SHIPPING Energy Transportation Co. Ltd. Class H,"=""0.00033%""","$19,643","44,000.00"
British American Tobacco Malaysia Bhd.,"=""0.00033%""","$19,684","7,800.00"
Tokyo Broadcasting System Holdings Inc.,"=""0.00033%""","$19,574","1,300.00"
U-Ming Marine Transport Corp.,"=""0.00032%""","$18,946","20,000.00"
Distell Group Holdings Ltd.,"=""0.00032%""","$19,446","4,897.00"
Embotelladora Andina SA Preference Shares,"=""0.00032%""","$19,035","7,583.00"
LT Group Inc.,"=""0.00032%""","$19,107","125,200.00"
Shui On Land Ltd.,"=""0.00032%""","$19,364","130,500.00"
Oil India Ltd.,"=""0.00031%""","$18,703","14,477.00"
BOE Technology Group Co. Ltd. Class B,"=""0.00031%""","$18,764","48,800.00"
H2O Retailing Corp.,"=""0.00031%""","$18,311","3,200.00"
Exide Industries Ltd.,"=""0.00030%""","$17,886","8,597.00"
Cia Paranaense de Energia Preference Shares,"=""0.00030%""","$17,852","1,400.00"
Vukile Property Fund Ltd.,"=""0.00030%""","$18,102","52,424.00"
Future Retail Ltd.,"=""0.00029%""","$17,666","11,993.00"
Domain Holdings Australia Ltd.,"=""0.00029%""","$17,667","7,465.00"
Cathay Pacific Airways Ltd.,"=""0.00029%""","$17,545","26,000.00"
LS Corp.,"=""0.00028%""","$16,831",478.00
Doosan Solus Co. Ltd.,"=""0.00028%""","$16,898",534.00
First Pacific Co. Ltd.,"=""0.00027%""","$16,043","76,750.00"
Pepkor Holdings Ltd.,"=""0.00027%""","$16,241","27,492.00"
Sun TV Network Ltd.,"=""0.00027%""","$16,115","3,116.00"
Oriental Union Chemical Corp.,"=""0.00026%""","$15,295","29,000.00"
Cummins India Ltd.,"=""0.00026%""","$15,779","2,939.00"
Red Star Macalline Group Corp. Ltd. Class H,"=""0.00026%""","$15,823","23,094.00"
Hyprop Investments Ltd.,"=""0.00026%""","$15,443","13,248.00"
SHRIRAM TRANSPORT FINANCE COMMON STOCK,"=""0.00026%""","$15,404","1,667.00"
Dongsuh Cos. Inc.,"=""0.00025%""","$14,903",822.00
Motus Holdings Ltd.,"=""0.00025%""","$15,217","9,124.00"
Sodexo SA,"=""0.00025%""","$14,955",217.00
Huadian Power International Corp. Ltd. Class H,"=""0.00025%""","$15,161","50,000.00"
YES BANK Ltd. LOCKIN /      INE528G01035 /INR/,"=""0.00025%""","$14,954","93,618.00"
Reunert Ltd.,"=""0.00024%""","$14,532","7,814.00"
Anhui Expressway Co. Ltd. Class H,"=""0.00024%""","$14,400","30,000.00"
Astro Malaysia Holdings Bhd.,"=""0.00024%""","$14,475","77,200.00"
China Airlines Ltd.,"=""0.00024%""","$14,456","53,000.00"
Steel Authority of India Ltd.,"=""0.00023%""","$13,977","30,755.00"
Grendene SA,"=""0.00023%""","$13,613","9,300.00"
AirAsia Group Bhd.,"=""0.00023%""","$13,736","91,000.00"
Dazhong Transportation Group Co. Ltd. Class B,"=""0.00023%""","$13,531","38,550.00"
Ichigo Inc.,"=""0.00023%""","$13,839","5,900.00"
