Holding name,% of funds,Market value,Shares
Whirlpool Corp.,"=""0.02227%""","$136,695",838.00
QBE Insurance Group Ltd.,"=""0.02216%""","$135,999","19,136.00"
Dentsply Sirona Inc.,"=""0.02212%""","$135,762","3,044.00"
Umicore SA,"=""0.02210%""","$135,689","2,873.00"
IAC/InterActiveCorp,"=""0.02196%""","$134,804","1,018.00"
Sands China Ltd.,"=""0.02194%""","$134,706","34,800.00"
Air Liquide SA,"=""0.02189%""","$134,373",814.00
Brenntag AG,"=""0.02182%""","$133,926","2,173.00"
AES Corp.,"=""0.02182%""","$133,948","8,795.00"
Bunzl plc,"=""0.02181%""","$133,858","4,640.00"
Makita Corp.,"=""0.02176%""","$133,571","3,500.00"
Advance Auto Parts Inc.,"=""0.02174%""","$133,474",889.00
LEG Immobilien AG,"=""0.02166%""","$132,990",951.00
Elanco Animal Health Inc.,"=""0.02154%""","$132,210","5,595.00"
Croda International plc,"=""0.02148%""","$131,837","1,753.00"
Power Corp. of Canada,"=""0.02147%""","$131,813","7,428.00"
Darden Restaurants Inc.,"=""0.02144%""","$131,611","1,734.00"
Julius Baer Group Ltd.,"=""0.02143%""","$131,560","2,992.00"
Epiroc AB Class A,"=""0.02141%""","$131,434","9,397.00"
Fox Corp. Class A,"=""0.02141%""","$131,401","5,099.00"
LG Household & Health Care Ltd.,"=""0.02137%""","$131,185",114.00
Kia Motors Corp.,"=""0.02130%""","$130,756","3,856.00"
Sumitomo Mitsui Trust Holdings Inc.,"=""0.02130%""","$130,720","5,100.00"
L OREAL  PRIM DE FID COMMON STOCK,"=""0.02126%""","$130,513",390.00
Hasbro Inc.,"=""0.02124%""","$130,386","1,792.00"
Scout24 AG,"=""0.02120%""","$130,108","1,498.00"
MTU Aero Engines AG,"=""0.02116%""","$129,890",748.00
TD Ameritrade Holding Corp.,"=""0.02116%""","$129,886","3,619.00"
BOC Hong Kong Holdings Ltd.,"=""0.02111%""","$129,597","46,500.00"
Telia Co. AB,"=""0.02106%""","$129,270","33,167.00"
Mondi plc,"=""0.02105%""","$129,197","7,222.00"
NetApp Inc.,"=""0.02100%""","$128,913","2,910.00"
Cboe Global Markets Inc.,"=""0.02096%""","$128,656","1,467.00"
Next plc,"=""0.02094%""","$128,542","1,797.00"
Roche Holding AG (Bearer),"=""0.02092%""","$128,403",372.00
CenterPoint Energy Inc.,"=""0.02087%""","$128,089","6,738.00"
Huntington Bancshares Inc./OH,"=""0.02075%""","$127,361","13,739.00"
Loblaw Cos. Ltd.,"=""0.02071%""","$127,100","2,450.00"
Endesa SA,"=""0.02071%""","$127,127","4,472.00"
Avery Dennison Corp.,"=""0.02064%""","$126,714","1,118.00"
Tokyo Gas Co. Ltd.,"=""0.02062%""","$126,577","6,000.00"
Aena SME SA,"=""0.02061%""","$126,517",970.00
Japan Post Holdings Co. Ltd.,"=""0.02048%""","$125,733","18,533.00"
Peugeot SA,"=""0.02047%""","$125,680","7,792.00"
FinecoBank Banca Fineco SPA,"=""0.02047%""","$125,643","8,656.00"
PTC Inc.,"=""0.02038%""","$125,089","1,462.00"
Pinnacle West Capital Corp.,"=""0.02031%""","$124,703","1,501.00"
Cochlear Ltd.,"=""0.02025%""","$124,275",911.00
Asahi Kasei Corp.,"=""0.02016%""","$123,740","17,400.00"
Porsche Automobil Holding SE Preference Shares,"=""0.02014%""","$123,628","2,174.00"
Groupe Bruxelles Lambert SA,"=""0.02014%""","$123,613","1,418.00"
James Hardie Industries plc,"=""0.02010%""","$123,367","5,938.00"
NiSource Inc.,"=""0.02010%""","$123,375","5,046.00"
Dell Technologies Inc.,"=""0.02008%""","$123,250","2,060.00"
Fortum Oyj,"=""0.02004%""","$123,011","6,041.00"
Jardine Matheson Holdings Ltd.,"=""0.02000%""","$122,760","3,000.00"
Allegion plc,"=""0.01999%""","$122,734","1,234.00"
Vistra Corp.,"=""0.01995%""","$122,484","6,564.00"
Lamb Weston Holdings Inc.,"=""0.01993%""","$122,323","2,036.00"
WPP plc,"=""0.01993%""","$122,366","16,414.00"
Zillow Group Inc. Class C,"=""0.01993%""","$122,350","1,789.00"
Yaskawa Electric Corp.,"=""0.01987%""","$121,957","3,700.00"
Packaging Corp. of America,"=""0.01986%""","$121,880","1,268.00"
Carrefour SA,"=""0.01972%""","$121,069","7,584.00"
Kikkoman Corp.,"=""0.01969%""","$120,864","2,600.00"
APA Group,"=""0.01967%""","$120,736","15,305.00"
Galapagos NV,"=""0.01964%""","$120,576",647.00
Albemarle Corp.,"=""0.01961%""","$120,392","1,460.00"
Koninklijke KPN NV,"=""0.01960%""","$120,339","46,384.00"
Kinnevik AB,"=""0.01947%""","$119,503","3,407.00"
Red Electrica Corp. SA,"=""0.01945%""","$119,397","6,112.00"
Fairfax Financial Holdings Ltd.,"=""0.01945%""","$119,371",381.00
Everest Re Group Ltd.,"=""0.01942%""","$119,241",545.00
Temenos AG,"=""0.01941%""","$119,166",803.00
PG&E Corp.,"=""0.01940%""","$119,110","12,739.00"
Ajinomoto Co. Inc.,"=""0.01936%""","$118,854","6,600.00"
Mylan NV,"=""0.01931%""","$118,505","7,356.00"
W R Berkley Corp.,"=""0.01926%""","$118,251","1,915.00"
Nitto Denko Corp.,"=""0.01925%""","$118,178","2,100.00"
Altice USA Inc. Class A,"=""0.01921%""","$117,946","4,370.00"
Royal Caribbean Cruises Ltd.,"=""0.01918%""","$117,732","2,417.00"
Shaw Communications Inc. Class B,"=""0.01918%""","$117,735","6,437.00"
Heineken Holding NV,"=""0.01917%""","$117,701","1,357.00"
Amdocs Ltd.,"=""0.01917%""","$117,680","1,895.00"
Yamato Holdings Co. Ltd.,"=""0.01910%""","$117,251","4,600.00"
Sumitomo Electric Industries Ltd.,"=""0.01904%""","$116,898","10,600.00"
Daifuku Co. Ltd.,"=""0.01903%""","$116,807","1,300.00"
Elisa Oyj,"=""0.01895%""","$116,354","1,950.00"
RenaissanceRe Holdings Ltd.,"=""0.01895%""","$116,345",645.00
Toyota Industries Corp.,"=""0.01892%""","$116,164","2,300.00"
Fidelity National Financial Inc.,"=""0.01892%""","$116,140","3,589.00"
Grifols SA,"=""0.01883%""","$115,575","3,957.00"
Iron Mountain Inc.,"=""0.01883%""","$115,579","4,100.00"
Loews Corp.,"=""0.01882%""","$115,529","3,173.00"
Juniper Networks Inc.,"=""0.01880%""","$115,428","4,548.00"
InterContinental Hotels Group plc,"=""0.01878%""","$115,276","2,498.00"
Insurance Australia Group Ltd.,"=""0.01872%""","$114,900","31,477.00"
Raymond James Financial Inc.,"=""0.01872%""","$114,920","1,654.00"
Liberty Global plc Class C,"=""0.01870%""","$114,801","5,044.00"
Campbell Soup Co.,"=""0.01869%""","$114,705","2,314.00"
Equitable Holdings Inc.,"=""0.01867%""","$114,596","5,601.00"
Associated British Foods plc,"=""0.01866%""","$114,531","4,944.00"
Kuehne + Nagel International AG,"=""0.01854%""","$113,833",660.00
DCC plc,"=""0.01854%""","$113,791","1,269.00"
Globe Life Inc.,"=""0.01852%""","$113,669","1,428.00"
Polymetal International plc,"=""0.01851%""","$113,640","4,569.00"
United Utilities Group plc,"=""0.01851%""","$113,624","9,619.00"
AIR LIQUIDE SA PF 2022 COMMON STOCK,"=""0.01850%""","$113,573",688.00
SG Holdings Co. Ltd.,"=""0.01848%""","$113,468","3,100.00"
F5 Networks Inc.,"=""0.01844%""","$113,205",833.00
NRG Energy Inc.,"=""0.01834%""","$112,553","3,329.00"
Henkel AG & Co. KGaA,"=""0.01810%""","$111,128","1,276.00"
GN Store Nord A/S,"=""0.01807%""","$110,901","1,812.00"
LKQ Corp.,"=""0.01805%""","$110,815","3,931.00"
Samsung Biologics Co. Ltd.,"=""0.01804%""","$110,744",180.00
Ubisoft Entertainment SA,"=""0.01801%""","$110,564","1,321.00"
Chubu Electric Power Co. Inc.,"=""0.01798%""","$110,346","9,300.00"
Northern Star Resources Ltd.,"=""0.01797%""","$110,328","9,951.00"
Coca-Cola European Partners plc,"=""0.01795%""","$110,171","2,676.00"
Rollins Inc.,"=""0.01793%""","$110,092","2,101.00"
Hargreaves Lansdown plc,"=""0.01793%""","$110,072","4,795.00"
Suncorp Group Ltd.,"=""0.01780%""","$109,290","17,824.00"
CaixaBank SA,"=""0.01779%""","$109,222","50,750.00"
Mowi ASA,"=""0.01777%""","$109,063","6,045.00"
Scentre Group,"=""0.01770%""","$108,679","74,286.00"
Eurofins Scientific SE,"=""0.01765%""","$108,316",166.00
Vail Resorts Inc.,"=""0.01764%""","$108,305",564.00
Atlantia SPA,"=""0.01763%""","$108,231","6,805.00"
KT&G Corp.,"=""0.01763%""","$108,238","1,594.00"
Universal Health Services Inc. Class B,"=""0.01760%""","$108,032",983.00
Host Hotels & Resorts Inc.,"=""0.01758%""","$107,919","10,011.00"
BorgWarner Inc.,"=""0.01747%""","$107,238","2,930.00"
MGM Resorts International,"=""0.01747%""","$107,240","6,665.00"
West Japan Railway Co.,"=""0.01744%""","$107,065","2,500.00"
HeidelbergCement AG,"=""0.01739%""","$106,772","1,913.00"
Severn Trent plc,"=""0.01735%""","$106,534","3,313.00"
AGNC Investment Corp.,"=""0.01732%""","$106,338","7,819.00"
Alfa Laval AB,"=""0.01729%""","$106,132","4,481.00"
DISH Network Corp. Class A,"=""0.01729%""","$106,124","3,305.00"
Tele2 AB,"=""0.01728%""","$106,076","7,477.00"
Yamaha Corp.,"=""0.01719%""","$105,505","2,300.00"
Smiths Group plc,"=""0.01714%""","$105,195","5,915.00"
Bouygues SA,"=""0.01712%""","$105,077","2,962.00"
Standard Life Aberdeen plc,"=""0.01711%""","$105,014","31,953.00"
WH Group Ltd.,"=""0.01706%""","$104,708","117,780.00"
Moncler SPA,"=""0.01704%""","$104,623","2,714.00"
Sartorius Stedim Biotech,"=""0.01704%""","$104,580",335.00
Textron Inc.,"=""0.01701%""","$104,436","2,989.00"
Ally Financial Inc.,"=""0.01698%""","$104,239","5,186.00"
Stora Enso Oyj,"=""0.01697%""","$104,159","8,263.00"
Atos SE,"=""0.01697%""","$104,191","1,217.00"
Rakuten Inc.,"=""0.01695%""","$104,048","11,400.00"
Informa plc,"=""0.01693%""","$103,910","21,403.00"
Samsung C&T Corp.,"=""0.01691%""","$103,829","1,167.00"
South32 Ltd.,"=""0.01689%""","$103,694","70,190.00"
NTT Data Corp.,"=""0.01688%""","$103,634","9,200.00"
Dexus,"=""0.01687%""","$103,549","16,967.00"
ASM International NV,"=""0.01683%""","$103,338",683.00
Boliden AB,"=""0.01678%""","$103,034","3,787.00"
Power Assets Holdings Ltd.,"=""0.01678%""","$103,001","18,500.00"
Covestro AG,"=""0.01676%""","$102,854","2,647.00"
Skanska AB Class B,"=""0.01675%""","$102,845","5,095.00"
Bank Leumi Le-Israel BM,"=""0.01670%""","$102,518","20,469.00"
Orkla ASA,"=""0.01669%""","$102,475","10,395.00"
Snap-on Inc.,"=""0.01668%""","$102,401",702.00
Investor AB Class A,"=""0.01663%""","$102,102","1,742.00"
Adecco Group AG,"=""0.01658%""","$101,791","2,145.00"
Osaka Gas Co. Ltd.,"=""0.01647%""","$101,126","5,500.00"
Kintetsu Group Holdings Co. Ltd.,"=""0.01642%""","$100,823","2,600.00"
ArcelorMittal SA,"=""0.01637%""","$100,483","9,098.00"
Vifor Pharma AG,"=""0.01633%""","$100,267",709.00
Euronext NV,"=""0.01633%""","$100,261",875.00
Thales SA,"=""0.01631%""","$100,130","1,380.00"
Perrigo Co. plc,"=""0.01630%""","$100,049","1,887.00"
AP Moller - Maersk A/S Class B,"=""0.01629%""","$100,010",78.00
Cabot Oil & Gas Corp.,"=""0.01627%""","$99,858","5,340.00"
Wilmar International Ltd.,"=""0.01625%""","$99,724","29,600.00"
Alleghany Corp.,"=""0.01625%""","$99,763",191.00
Ramsay Health Care Ltd.,"=""0.01623%""","$99,610","2,241.00"
Mitsubishi Heavy Industries Ltd.,"=""0.01621%""","$99,498","4,300.00"
Smurfit Kappa Group plc,"=""0.01618%""","$99,346","2,980.00"
Getlink SE,"=""0.01613%""","$99,005","6,577.00"
AGL Energy Ltd.,"=""0.01613%""","$99,011","8,307.00"
Mitsubishi Chemical Holdings Corp.,"=""0.01604%""","$98,465","18,400.00"
Skf Ab,"=""0.01604%""","$98,488","5,334.00"
Publicis Groupe SA,"=""0.01602%""","$98,345","3,052.00"
Ascendas REIT,"=""0.01601%""","$98,270","38,067.00"
Interpublic Group of Cos. Inc.,"=""0.01599%""","$98,138","5,437.00"
Nissan Motor Co. Ltd.,"=""0.01596%""","$97,992","28,700.00"
Westrock Co.,"=""0.01595%""","$97,905","3,645.00"
Sumitomo Metal Mining Co. Ltd.,"=""0.01593%""","$97,817","3,300.00"
Swiss Prime Site AG,"=""0.01587%""","$97,436","1,066.00"
Burberry Group plc,"=""0.01585%""","$97,303","5,919.00"
VEREIT Inc.,"=""0.01585%""","$97,285","14,944.00"
Huntington Ingalls Industries Inc.,"=""0.01582%""","$97,104",559.00
Toray Industries Inc.,"=""0.01581%""","$97,065","22,600.00"
Lincoln National Corp.,"=""0.01580%""","$97,014","2,603.00"
Nomura Research Institute Ltd.,"=""0.01580%""","$96,962","3,693.00"
Nibe Industrier AB Class B,"=""0.01578%""","$96,859","4,033.00"
Regency Centers Corp.,"=""0.01571%""","$96,420","2,350.00"
Bank Hapoalim BM,"=""0.01570%""","$96,386","16,194.00"
Unibail-Rodamco-Westfield,"=""0.01569%""","$96,288","1,829.00"
CNH Industrial NV,"=""0.01560%""","$95,740","13,998.00"
LG Electronics Inc.,"=""0.01560%""","$95,778","1,614.00"
Shimadzu Corp.,"=""0.01558%""","$95,638","3,800.00"
CD Projekt SA,"=""0.01558%""","$95,662",888.00
Molson Coors Beverage Co. Class B,"=""0.01556%""","$95,488","2,545.00"
Lion Corp.,"=""0.01556%""","$95,501","3,700.00"
XPO Logistics Inc.,"=""0.01555%""","$95,425","1,272.00"
Eiffage SA,"=""0.01554%""","$95,380","1,090.00"
Disco Corp.,"=""0.01551%""","$95,224",400.00
Hydro One Ltd.,"=""0.01548%""","$95,048","4,461.00"
DaVita Inc.,"=""0.01547%""","$94,993","1,087.00"
Discovery Communications Inc. Class C,"=""0.01546%""","$94,921","5,009.00"
BioMerieux,"=""0.01544%""","$94,792",583.00
Gecina SA,"=""0.01544%""","$94,782",732.00
Nippon Steel Corp.,"=""0.01538%""","$94,420","11,642.00"
Nissan Chemical Corp.,"=""0.01534%""","$94,145","1,800.00"
Arkema SA,"=""0.01531%""","$93,975",907.00
Lyft Inc. Class A,"=""0.01525%""","$93,594","3,202.00"
Aroundtown SA,"=""0.01520%""","$93,303","15,447.00"
Assurant Inc.,"=""0.01516%""","$93,069",866.00
Trend Micro Inc./Japan,"=""0.01516%""","$93,067","1,600.00"
Origin Energy Ltd.,"=""0.01513%""","$92,892","24,121.00"
Yakult Honsha Co. Ltd.,"=""0.01512%""","$92,824","1,633.00"
Voya Financial Inc.,"=""0.01508%""","$92,576","1,874.00"
Taisei Corp.,"=""0.01506%""","$92,443","2,700.00"
MTR Corp. Ltd.,"=""0.01497%""","$91,901","18,500.00"
IPG Photonics Corp.,"=""0.01493%""","$91,653",512.00
Yara International ASA,"=""0.01488%""","$91,317","2,180.00"
Wynn Resorts Ltd.,"=""0.01488%""","$91,334","1,261.00"
Hana Financial Group Inc.,"=""0.01487%""","$91,268","3,686.00"
Svenska Cellulosa AB SCA Class B,"=""0.01484%""","$91,075","7,527.00"
Marubeni Corp.,"=""0.01480%""","$90,826","19,800.00"
Live Nation Entertainment Inc.,"=""0.01479%""","$90,765","1,939.00"
Admiral Group plc,"=""0.01478%""","$90,752","2,881.00"
Erste Group Bank AG,"=""0.01477%""","$90,693","4,058.00"
Auto Trader Group plc,"=""0.01471%""","$90,297","12,821.00"
Enagas SA,"=""0.01469%""","$90,189","3,569.00"
Resona Holdings Inc.,"=""0.01467%""","$90,072","27,700.00"
Kansai Electric Power Co. Inc.,"=""0.01466%""","$89,986","9,500.00"
Sirius XM Holdings Inc.,"=""0.01464%""","$89,882","15,286.00"
Industrivarden AB Class A,"=""0.01464%""","$89,853","3,634.00"
Knorr-Bremse AG,"=""0.01463%""","$89,792",764.00
Barry Callebaut AG,"=""0.01462%""","$89,763",43.00
Ageas SA/NV,"=""0.01461%""","$89,675","2,381.00"
Rightmove plc,"=""0.01460%""","$89,627","12,344.00"
Diamondback Energy Inc.,"=""0.01458%""","$89,486","2,245.00"
Daiwa Securities Group Inc.,"=""0.01458%""","$89,526","20,400.00"
TeamViewer AG,"=""0.01458%""","$89,480","1,654.00"
Samsung Electro-Mechanics Co. Ltd.,"=""0.01456%""","$89,390",758.00
Pentair plc,"=""0.01455%""","$89,299","2,084.00"
Santos Ltd.,"=""0.01450%""","$89,027","23,556.00"
New World Development Co. Ltd.,"=""0.01450%""","$89,011","18,250.00"
Berkeley Group Holdings plc,"=""0.01449%""","$88,974","1,522.00"
Orpea,"=""0.01447%""","$88,795",694.00
Hankyu Hanshin Holdings Inc.,"=""0.01440%""","$88,400","3,100.00"
Baloise Holding AG,"=""0.01439%""","$88,343",579.00
Prysmian SPA,"=""0.01431%""","$87,859","3,435.00"
Spark New Zealand Ltd.,"=""0.01430%""","$87,784","26,730.00"
Odakyu Electric Railway Co. Ltd.,"=""0.01421%""","$87,234","4,200.00"
CF Industries Holdings Inc.,"=""0.01420%""","$87,191","2,783.00"
Aurizon Holdings Ltd.,"=""0.01420%""","$87,155","27,310.00"
CapitaLand Ltd.,"=""0.01420%""","$87,149","43,300.00"
Lasertec Corp.,"=""0.01418%""","$87,014","1,000.00"
Nexi SPA,"=""0.01414%""","$86,794","4,840.00"
Pandora A/S,"=""0.01413%""","$86,707","1,365.00"
Barratt Developments plc,"=""0.01408%""","$86,458","12,901.00"
MINEBEA MITSUMI Inc.,"=""0.01406%""","$86,320","5,300.00"
Xero Ltd.,"=""0.01402%""","$86,044","1,334.00"
Magellan Financial Group Ltd.,"=""0.01392%""","$85,441","1,948.00"
Gentex Corp.,"=""0.01390%""","$85,315","3,161.00"
Carnival Corp.,"=""0.01387%""","$85,168","6,136.00"
Siemens Healthineers AG,"=""0.01386%""","$85,086","1,637.00"
Howmet Aerospace Inc.,"=""0.01379%""","$84,630","5,726.00"
Keio Corp.,"=""0.01373%""","$84,252","1,700.00"
Lear Corp.,"=""0.01372%""","$84,220",763.00
Kesko Oyj Class B,"=""0.01372%""","$84,200","3,934.00"
Kingfisher plc,"=""0.01372%""","$84,203","26,521.00"
Santen Pharmaceutical Co. Ltd.,"=""0.01371%""","$84,177","5,000.00"
St. James's Place plc,"=""0.01363%""","$83,671","6,766.00"
AAC Technologies Holdings Inc.,"=""0.01362%""","$83,591","10,500.00"
Kyowa Kirin Co. Ltd.,"=""0.01362%""","$83,609","3,400.00"
Whitbread plc,"=""0.01355%""","$83,177","2,907.00"
MISUMI Group Inc.,"=""0.01345%""","$82,559","3,500.00"
Polaris Inc.,"=""0.01344%""","$82,489",796.00
Treasury Wine Estates Ltd.,"=""0.01342%""","$82,401","10,639.00"
Franklin Resources Inc.,"=""0.01342%""","$82,369","3,913.00"
Nihon M&A Center Inc.,"=""0.01341%""","$82,323","1,700.00"
Flex Ltd.,"=""0.01339%""","$82,211","7,155.00"
SK Innovation Co. Ltd.,"=""0.01335%""","$81,973",769.00
Bunge Ltd.,"=""0.01333%""","$81,841","1,884.00"
Puma SE,"=""0.01330%""","$81,671","1,049.00"
Steel Dynamics Inc.,"=""0.01326%""","$81,380","2,969.00"
Apache Corp.,"=""0.01321%""","$81,079","5,282.00"
Newell Brands Inc.,"=""0.01321%""","$81,114","4,946.00"
Jazz Pharmaceuticals plc,"=""0.01321%""","$81,079",749.00
Saputo Inc.,"=""0.01318%""","$80,928","3,307.00"
SEI Investments Co.,"=""0.01318%""","$80,902","1,546.00"
Ambu A/S Class B,"=""0.01317%""","$80,822","2,315.00"
Nissin Foods Holdings Co. Ltd.,"=""0.01315%""","$80,696",900.00
Securitas AB Class B,"=""0.01311%""","$80,474","5,390.00"
Comerica Inc.,"=""0.01309%""","$80,353","2,086.00"
Valeo SA,"=""0.01304%""","$80,028","3,113.00"
Sealed Air Corp.,"=""0.01303%""","$79,959","2,241.00"
Taylor Wimpey plc,"=""0.01303%""","$79,983","51,491.00"
Natwest Group plc,"=""0.01302%""","$79,937","57,457.00"
Obayashi Corp.,"=""0.01301%""","$79,845","9,000.00"
Bureau Veritas SA,"=""0.01297%""","$79,628","3,635.00"
Orica Ltd.,"=""0.01296%""","$79,531","6,414.00"
Autoliv Inc.,"=""0.01296%""","$79,532","1,223.00"
Galp Energia SGPS SA,"=""0.01294%""","$79,416","7,546.00"
GEA Group AG,"=""0.01294%""","$79,430","2,193.00"
Volkswagen AG,"=""0.01288%""","$79,087",504.00
Federal Realty Investment Trust,"=""0.01283%""","$78,742","1,032.00"
Toyo Suisan Kaisha Ltd.,"=""0.01282%""","$78,691","1,300.00"
Powszechna Kasa Oszczednosci Bank Polski SA,"=""0.01271%""","$78,038","13,389.00"
Mediobanca Banca di Credito Finanziario SPA,"=""0.01270%""","$77,954","9,726.00"
M&G plc,"=""0.01270%""","$77,964","36,987.00"
EMS-Chemie Holding AG,"=""0.01268%""","$77,811",90.00
Direct Line Insurance Group plc,"=""0.01268%""","$77,832","20,007.00"
Commerzbank AG,"=""0.01267%""","$77,768","15,122.00"
Wm Morrison Supermarkets plc,"=""0.01263%""","$77,552","31,623.00"
Arrow Electronics Inc.,"=""0.01262%""","$77,493","1,082.00"
TIS Inc.,"=""0.01260%""","$77,359","3,600.00"
Vornado Realty Trust,"=""0.01259%""","$77,256","2,238.00"
Stockland,"=""0.01258%""","$77,196","33,744.00"
Exor Nv,"=""0.01258%""","$77,194","1,370.00"
Solvay SA Class A,"=""0.01252%""","$76,866",984.00
SK Holdings Co. Ltd.,"=""0.01251%""","$76,783",413.00
Lendlease Corp. Ltd.,"=""0.01247%""","$76,529","9,402.00"
Ingredion Inc.,"=""0.01239%""","$76,034",879.00
Sensata Technologies Holding plc,"=""0.01237%""","$75,922","1,999.00"
Dai Nippon Printing Co. Ltd.,"=""0.01237%""","$75,939","3,500.00"
Aegon NV,"=""0.01237%""","$75,912","25,617.00"
LG Corp.,"=""0.01236%""","$75,901","1,222.00"
Commerce Bancshares Inc./MO,"=""0.01236%""","$75,870","1,325.00"
RSA Insurance Group plc,"=""0.01234%""","$75,727","13,446.00"
AGC Inc./Japan,"=""0.01231%""","$75,538","2,700.00"
SEEK Ltd.,"=""0.01230%""","$75,496","4,858.00"
Tokyu Corp.,"=""0.01228%""","$75,377","6,800.00"
Celltrion Healthcare Co. Ltd.,"=""0.01226%""","$75,273",949.00
Tobu Railway Co. Ltd.,"=""0.01226%""","$75,231","2,700.00"
Suntory Beverage & Food Ltd.,"=""0.01225%""","$75,192","2,000.00"
Herbalife Nutrition Ltd.,"=""0.01224%""","$75,118","1,466.00"
B&M European Value Retail SA,"=""0.01223%""","$75,068","12,353.00"
Inpex Corp.,"=""0.01218%""","$74,795","13,200.00"
TOTO Ltd.,"=""0.01217%""","$74,719","2,000.00"
Johnson Matthey plc,"=""0.01214%""","$74,496","2,535.00"
Kajima Corp.,"=""0.01211%""","$74,348","6,800.00"
Aisin Seiki Co. Ltd.,"=""0.01210%""","$74,265","2,600.00"
Wharf Real Estate Investment Co. Ltd.,"=""0.01209%""","$74,243","21,000.00"
ACS Actividades de Construccion y Servicios SA,"=""0.01206%""","$74,023","3,202.00"
Mirvac Group,"=""0.01204%""","$73,897","49,303.00"
Swatch Group AG (Bearer),"=""0.01201%""","$73,696",351.00
Keppel Corp. Ltd.,"=""0.01200%""","$73,638","18,700.00"
AP Moller - Maersk A/S Class A,"=""0.01200%""","$73,678",62.00
Bausch Health Cos. Inc.,"=""0.01200%""","$73,680","4,030.00"
Pennon Group plc,"=""0.01198%""","$73,559","5,260.00"
Hamamatsu Photonics KK,"=""0.01194%""","$73,319","1,700.00"
HEICO Corp.,"=""0.01190%""","$73,051",760.00
Toyota Tsusho Corp.,"=""0.01188%""","$72,905","2,900.00"
Suez SA,"=""0.01188%""","$72,956","5,516.00"
Coca-Cola HBC AG,"=""0.01183%""","$72,638","2,763.00"
GPT Group,"=""0.01182%""","$72,585","26,086.00"
Asahi Intecc Co. Ltd.,"=""0.01181%""","$72,494","2,600.00"
Ampol Ltd.,"=""0.01180%""","$72,409","3,842.00"
Robert Half International Inc.,"=""0.01180%""","$72,439","1,424.00"
KION Group AG,"=""0.01179%""","$72,396",939.00
GVC Holdings plc,"=""0.01179%""","$72,382","8,298.00"
Otsuka Corp.,"=""0.01178%""","$72,297","1,400.00"
Naturgy Energy Group SA,"=""0.01168%""","$71,677","3,851.00"
Davide Campari-Milano NV,"=""0.01167%""","$71,614","7,114.00"
Castellum AB,"=""0.01166%""","$71,569","3,334.00"
CDK Global Inc.,"=""0.01162%""","$71,327","1,569.00"
Hang Lung Properties Ltd.,"=""0.01159%""","$71,170","29,000.00"
Kobayashi Pharmaceutical Co. Ltd.,"=""0.01154%""","$70,822",800.00
TELUS Corp.,"=""0.01153%""","$70,757","4,080.00"
ASR Nederland NV,"=""0.01147%""","$70,420","2,179.00"
Liberty Media Corp-Liberty SiriusXM Class C,"=""0.01146%""","$70,330","2,010.00"
Medibank Pvt Ltd.,"=""0.01145%""","$70,267","34,745.00"
Sumitomo Chemical Co. Ltd.,"=""0.01144%""","$70,212","24,500.00"
Georg Fischer AG,"=""0.01139%""","$69,926",76.00
Melrose Industries plc,"=""0.01131%""","$69,451","62,063.00"
George Weston Ltd.,"=""0.01131%""","$69,410",919.00
HEICO Corp. Class A,"=""0.01130%""","$69,354",906.00
Rohm Co. Ltd.,"=""0.01130%""","$69,394","1,100.00"
FamilyMart Co. Ltd.,"=""0.01129%""","$69,315","3,108.00"
Land Securities Group plc,"=""0.01127%""","$69,186","9,142.00"
Recordati SPA,"=""0.01124%""","$69,010","1,290.00"
Tsuruha Holdings Inc.,"=""0.01124%""","$68,996",500.00
Zions Bancorp NA,"=""0.01124%""","$68,999","2,125.00"
Siemens Gamesa Renewable Energy SA,"=""0.01121%""","$68,838","2,929.00"
Dentsu Group Inc.,"=""0.01121%""","$68,843","3,100.00"
Hikma Pharmaceuticals plc,"=""0.01120%""","$68,769","2,437.00"
HomeServe plc,"=""0.01120%""","$68,744","3,944.00"
DXC Technology Co.,"=""0.01120%""","$68,756","3,839.00"
Pearson plc,"=""0.01113%""","$68,293","9,799.00"
MonotaRO Co. Ltd.,"=""0.01111%""","$68,174","1,600.00"
Computershare Ltd.,"=""0.01106%""","$67,910","7,051.00"
Tabcorp Holdings Ltd.,"=""0.01104%""","$67,799","26,556.00"
T&D Holdings Inc.,"=""0.01104%""","$67,747","8,300.00"
CyberAgent Inc.,"=""0.01100%""","$67,530","1,200.00"
OMV AG,"=""0.01099%""","$67,458","2,135.00"
Intermediate Capital Group plc,"=""0.01098%""","$67,429","3,814.00"
Cenovus Energy Inc.,"=""0.01094%""","$67,168","15,096.00"
Rolls-Royce Holdings plc,"=""0.01093%""","$67,084","22,069.00"
Leggett & Platt Inc.,"=""0.01093%""","$67,071","1,673.00"
United Internet AG,"=""0.01093%""","$67,099","1,475.00"
Renault SA,"=""0.01092%""","$67,019","2,826.00"
Jabil Inc.,"=""0.01090%""","$66,931","1,920.00"
Bechtle AG,"=""0.01090%""","$66,883",343.00
PSP Swiss Property AG,"=""0.01088%""","$66,761",596.00
Antofagasta plc,"=""0.01086%""","$66,688","4,945.00"
Auckland International Airport Ltd.,"=""0.01086%""","$66,641","15,680.00"
Evolution Mining Ltd.,"=""0.01085%""","$66,633","15,748.00"
Toll Brothers Inc.,"=""0.01080%""","$66,315","1,736.00"
EQT AB,"=""0.01080%""","$66,325","2,829.00"
